"date" "month" "week" "day" "year" "FirmEnergy" "NonFirmEnergy" "ColFallsFlow" "LowerGraniteFlow" "VernitaBarFlow" "McNaryFlow" "GCRec" "DallesFlood" "IHNav" "BonnevillFlow" "ExtraSpace" "FirmEnergySales" "NonFirmSpotSales" "TotalSysEnergy"
1988-10-23 10 12 23 1988 0 958422.174378577 0 0 0 0 0 0 71788.2445634233 0 4898429.32265787 NA NA 1793721.22562142
1988-10-30 10 13 30 1988 0 915352.22919124 1319.62514962355 0 0 0 0 0 75536.2827108684 0 4811194.28188065 NA NA 1836791.17080876
1988-11-06 11 14 6 1988 0 1164918.54241109 16.1565243509558 0 9683.02126065641 0 0 0 60433.5737780393 0 4933438.59281687 NA NA 1664527.47758891
1988-11-13 11 15 13 1988 0 858341.392240288 0 0 0 0 0 0 73479.2209954148 0 5064496.32708718 NA NA 2306538.53175971
1988-11-20 11 16 20 1988 0 993746.648272481 0 0 0 0 0 0 78311.3123734229 0 5528364.20994554 NA NA 2074769.73572752
1988-11-27 11 17 27 1988 0 1068537.2554434 0 0 0 0 0 0 80572.6036071315 0 5847220.47247815 NA NA 1999979.1285566
1988-12-04 12 18 4 1988 0 932036.998624617 0 0 0 0 0 0 64513.3991881733 0 6369130.29003631 NA NA 2028467.50537538
1988-12-11 12 19 11 1988 0 457663.561517068 0 0 0 0 0 0 81314.5234521158 0 6263390.09365559 NA NA 2826365.95048293
1988-12-18 12 20 18 1988 0 737806.562740548 0 0 0 0 0 0 83221.6875695219 0 7294143.23669209 NA NA 2546222.94925945
1988-12-25 12 21 25 1988 0 983174.194347505 0 0 0 0 0 0 82825.1186553215 0 7974895.28050942 NA NA 2300855.31765249
1989-01-01 1 22 1 1989 0 997521.48 0 0 0 0 0 0 79775.4855507292 0 8248564.59639099 NA NA 2285201.14882694
1989-01-08 1 23 8 1989 0 421184.574940833 0 0 0 0 0 0 74357.9254755373 0 8725000.38062026 NA NA 2864569.19705917
1989-01-15 1 24 15 1989 214777.430596837 1009169.82 0 0 0 0 9.6162348062328 0 74850.200891328 0 9671475.12536055 NA NA 2059529.93745116
1989-01-22 1 25 22 1989 352937.211153894 1009169.82 0 0 0 0 11.8393183221458 0 70918.1718497456 0 9996400.24354355 NA NA 1921370.15689411
1989-01-29 1 26 29 1989 225996.354571705 1009169.82 0 0 0 0 11.8393183221458 0 70842.5048757668 0 10222652.7208649 NA NA 2048311.0134763
1989-02-05 2 27 5 1989 307173.231793218 1021877.1 0 0 0 0 11.8393183221458 0 73119.8147036344 0 10488131.8826682 NA NA 1967134.13625478
1989-02-12 2 28 12 1989 0 571976.970435626 334.140266927353 0 0 0 11.8393183221456 0 75018.0966302454 0 10490089.0499829 NA NA 2637588.84156437
1989-02-19 2 29 19 1989 44269.9471640331 1021877.1 996.969610895542 0 0 0 16.9818019471313 0 78593.7295213269 0 11391691.7168968 NA NA 2071410.92616397
