"date" "month" "week" "day" "year" "MICAA" "ARROW" "DUNCA" "CORRA" "LIBBY" "FLASF" "GCOUL" "DWORS" "BROWN" "FLAPO" "ALBEN" "CHELA" "JLAKE" "PALIS" "IPARK" "RIRDM" "AMERI" "MINAD" "BOISE" "PAYHS" "OWYHE" "PELTO"
1980-09-21 9 8 21 1980 19061909.4154185 7088071 1013099.40768164 790571 5077667 2801321 8561036 2282683 1217633.85844862 1792000 1366377 1600767 813946.431681806 1320341.98975897 134916.919783834 92998.1568242995 1672590 95180 1011000 782447.891702538 1120000 557970
1980-09-28 9 9 28 1980 19242881.8393749 7012154 1026508.32011881 817000 5097714.21452312 2726227 8652080 2230518 1150178.47793149 1792000 1308502 1584400 813946.431681806 1320341.98975897 134916.919783834 92998.1568242995 1672590 95180 1011000 782447.891702538 1050000 557670
1980-10-05 10 10 5 1980 19270571.1659107 6937496 1033952.4673298 817000 5113599.11064767 2732560.3645936 8743124 2226236.32048703 1112315.91164917 1773278.5880523 1199292 1574007 813946.431681806 1320341.98975897 134916.919783834 92998.1568242995 1672590 95180 1011000 782447.891702538 1050000 557370
1980-10-12 10 11 12 1980 19155512.3715835 6862838 996255.464395917 817000 5117080.20276746 2736868.94052674 8834168 2219386.68202863 1074453.34536686 1750477.35880586 1090082 1563613 813946.431681806 1320341.98975897 134916.919783834 92998.1568242995 1672590 95180 1011000 782447.891702538 1050000 557070
1980-10-19 10 12 19 1980 18984849.9822715 6788181 954640.380422098 817000 5129395.25168746 2745328.13348043 8925212 2231372.35452986 1036590.77908455 1735488.76019329 980873 1553220 813946.431681806 1320341.98975897 134916.919783834 92998.1568242995 1672590 95180 1011000 782447.891702538 1050000 556770
1980-10-26 10 13 26 1980 18838457.2841763 6713523 928143.227552716 817000 5154376.89273256 2753833.84687582 8943846 2230447.7775312 998728.212802231 1721183.66869317 871663 1542827 813946.431681806 1320341.98975897 134916.919783834 92998.1568242995 1672590 95180 1011000 782447.891702538 1050000 556470
1980-11-02 11 14 2 1980 18713028.7101627 6638865 914695.355958293 817000 5158640.01367621 2765355.1780818 8943846 2225147.82340314 960865.646519917 1707561.47802556 762453 1532433 813946.431681806 1320341.98975897 134916.919783834 92998.1568242995 1672590 95180 711000 782447.891702538 1050000 556170
1980-11-09 11 15 9 1980 18603362.204699 6e+06 921255.70511489 817000 5185878.66593827 2711956 8904440 2230568 1014832.94070493 1762973.99110453 696602 1522040 820067.63645055 1341825.23252589 135205 59960 1672590 95180 711000 798737.465726009 1050000 555870
1980-11-16 11 16 16 1980 18442513.5286906 6e+06 911330.424591529 817000 5228531.2681592 2653781 8802960 2228832 1068799.23488994 1789739 630751 1511647 828152.453296877 1382325.31842054 135205 59960 1672590 95180 711000 800452 1050000 555570
1980-11-23 11 17 23 1980 18155645.7757168 6e+06 862411.133812697 817000 5204442 2595605 8701480 2227097 1122766.52907495 1788608 564899 1501253 832436.056724391 1401000 135205 59960 1672590 95180 711000 800452 1050000 544813.082218841
