"date" "month" "week" "day" "year" "MICAA" "ARROW" "DUNCA" "CORRA" "LIBBY" "FLASF" "GCOUL" "DWORS" "BROWN" "FLAPO" "ALBEN" "CHELA" "JLAKE" "PALIS" "IPARK" "RIRDM" "AMERI" "MINAD" "BOISE" "PAYHS" "OWYHE" "PELTO"
1980-02-03 2 27 3 1980 14876203.3032681 3302868 298195.029368757 704096 3645016.88394294 1739405.1231068 7450294 2098308.53239122 1225519.56747122 1421130 575418.975484855 1397320 762950.388653207 1383921.42118826 135205 59960 1672590 95180 780930.404474601 610000 1050000 532034
1980-02-10 2 28 10 1980 14597528.5388132 3163420.4807993 266491.97291292 670000 3600450.64538977 1681351.02662543 7144542 2096309.8509558 1187706.07322739 1297560 599945.142992792 1386927 768079.772886519 1400979.62888895 135205 59960 1672590 95180 795923.932488441 609781.592625286 1050000 528843
1980-02-17 2 29 17 1980 14292264.7836362 2919465.8394021 215558.3839012 626375 3541798.73469195 1631174.87240313 7554113 2090712.26277175 1111449.16243767 1173990 513442.35491614 1376533 773147.899396625 1401000 135205 59960 1672590 95180 812736.737914475 609719.197973591 1050000 525652
1980-02-24 2 30 24 1980 14019366.2343489 2640223.51509406 170895.059104575 582750 3487548.27030507 1599106.27520356 8021800 2091279 1094683 1050419 499048 1366140 778039.258217024 1401000 135205 59960 1672590 95180 861000 610000 1048310.43892606 522461
1980-03-02 3 31 2 1980 13801500.0205528 2469648.02358435 152809.536800879 539125 3455286.36469642 1580682.15140274 8349854 2085725 1020000 926849 499048 1355747 782599.862298193 1401000 135205 61545.594963717 1672590 95180 861000 610000 1045364.8753236 519270
1980-03-09 3 32 9 1980 13629010.1598817 2433573.83831597 153757.165552809 495500 3430006.78376888 1581704 8424628 2096634 1023308.99195544 838337 499048 1345353 786503.869421194 1401000 135205 62741.4419051482 1672590 95180 897013.891005283 610000 1050307.67569633 528045
1980-03-16 3 33 16 1980 13521320 2254467.94609698 136578.611982814 413175 3381783.13230074 1583023 8456362 2107543 1026617.98391088 749825 499048 1334960 790285.662256266 1401000 135205 64114.2014655446 1672590 95180 876199.853581968 610000 1059756.5130241 536820
1980-03-23 3 34 23 1980 13439452 2037449.66033028 104365.15439296 330850 3318931.92935574 1584343 8482147 2118452 1004782 661312 499048 1324567 793996.425247959 1401000 135205 65489.3024349209 1672590 95180 854610.024137771 610000 1071265.80251372 545595
1980-03-30 3 35 30 1980 13357584 1877065.5587242 77668.2503810769 248525 3260240.78189566 1585663 8477219.02856408 2129361 978650 572800 499048 1314173 797667.244373262 1401000 135205 66862.3917231376 1672590 95180 838402.102539003 632971.937879896 1083556.76386973 551136.550697634
1980-04-06 4 36 6 1980 13244527 1696447.34434859 61339.7723501812 166200 3178002.74139014 1585016.43364562 8431833.42994986 2141475.40361024 998683 572800 499048 1303780 798654.882414133 1401000 135205 69653.7160613316 1672590 95180 799746.734160469 626294.983392447 1087916.68474098 548679.226915854
1980-04-13 4 37 13 1980 13131469 1521484.79363912 57633.5326247894 191341 3105418.47827018 1584963.02689822 8387953.3946112 2177266.7120777 1018716 572800 513352.860034742 1293387 799281.462104731 1401000 135205 72926.6818986891 1672590 95180 777708.86231117 602136.104622839 1092753.10051535 550554.956890918
1980-04-20 4 38 20 1980 13104494 1577612.95725673 77424.7547514626 216482 3109091.2705937 1622404.14588456 8341283.600349 1905025.7127951 1041129 592932 596627.460462211 1282993 811646.116149612 1401000 135205 76391.7185711575 1672590 90332.7930323147 770426.691446134 591882.574488395 1097671.62350322 557295
1980-04-27 4 39 27 1980 13077518 2000472.85211874 148344.751291086 241624 3261468.29104818 1799236.71746355 8407300 2125245.97582527 1063542 613064 1133955.665135 1272600 835568.993901843 1370150.05583148 135205 79278.9002996425 1672590 95180 815814.23838688 612155.747190102 1103593.90096072 558270
1980-05-04 5 40 4 1980 13192083 2600750.13208138 229577.626042991 266765 3600136.49949267 2021757.92730921 8009673.21313216 2340214.90231376 1420000 774122 1237114.1602004 1314040 821430.927805655 1332040.98711222 135205 81197.9492851955 1672590 95180 819821.635114553 637588.609104465 1106637.59620038 558270
1980-05-11 5 41 11 1980 13344093.0364482 3262319.12237231 332627.161154731 291906 3947812.33825153 2191353.19461413 8853757.22595013 2525294.06651776 1420000 935180 1243044.31990618 1355480 808336.578202903 1307419.49180826 135205 83543.1527758553 1672590 87426.227164421 861967.471709199 668586.683061617 1110225.52385486 558270
1980-05-18 5 42 18 1980 13547264.7409397 3862768.0528484 414158.066431965 244319.727272727 4193087.20788573 2269326.90222346 9107400 2654730.13665095 1346742.2628789 982496.44359149 1299280 1396920 804571.080424938 1284135.43170355 135205 86022.8959479685 1672590 95180 894495.676181874 696517.019713282 1119559.65493146 558270
1980-05-25 5 43 25 1980 13768511.936188 4562329.08901564 611531.09913368 331758.955400271 4468863.178406 2344221.22318043 7450994.86690167 2771695.31082259 1211430 1072290.25606496 1327609.76510581 1438360 807596.970006218 1310071.41303494 135205 88716.7314331454 1672590 62542.464896922 932513.994498512 724891.286579724 1120000 558270
1980-06-01 6 44 1 1980 13983290.837385 5098227.90598039 738428.425442927 367329 4776310 2511729.41698865 8779870.87479642 2947013.10277556 1248402 1346776.63979352 1540000 1479800 819662.721990453 1336196.60627541 135205 92171.6341409642 1672590 43560.9093127681 937596.89514314 738369.288698773 1120000 546041.308369364
1980-06-08 6 45 8 1980 14312046.4168291 5561712.70273358 845602.933438852 392471 5070415.68718206 2671008.76019015 9050338 3120445.3354881 1368355.06300866 1400514.11855009 1540000 1512500 814907.972493835 1328445.5155272 134420.694591882 91636.9593054783 1630570.67030054 95180 939477.902196234 761995.881246363 1116591.64601905 548642.715964915
1980-06-15 6 46 15 1980 14642828.9276869 6007477.26094665 918454 417612 5233103 2784513.22506807 9069359 3268728.34772135 1327344 1435724.83167426 1239094 1545200 770635.005005985 1256272.6725762 127117.780346058 86658.4338069472 1411142.36239708 95180 952215.121316988 782508.239581509 1105220.99314826 558270
1980-06-22 6 47 22 1980 15092444.8324865 6470211.22945736 1008156 442753 5461500 2869026.94483469 9088379 3399305.30211009 1366815 1474459.99115645 1389547 1577900 724605.547352422 1181236.4369938 119525.129545815 81482.3897869769 1234295.68842582 95180 971726.443236733 762185.826447516 1079271.28890015 558270
1980-06-29 6 48 29 1980 15516049.3835121 6836175.80055422 1090501.65670642 467894 5715157.18530676 2956222.267705 9107400 3468000 1420000 1437094.57669284 1540000 1610600 670914.33393106 1093710.17132904 110668.65685787 75444.7760865019 984442.877240356 95180 992222.755066128 742136.399101921 1055139.99703026 558270
1980-07-06 7 49 6 1980 15835760.1426282 7219618 1179619 493035 5752127 3003375.09513447 9107400 3353678 1420000 1408519.24223027 1540000 1626950 648387.411183239 1056987.26455542 106952.79604292 72911.6082039956 836493.30171982 95180 1011000 725095.27539099 1036216.04305036 558270
1980-07-13 7 50 13 1980 16210111 7255512 1245675.83565004 518176 5864216.43972522 3025374.72247741 9107400 3239092.40965053 1420000 1412748.062108 1540000 1643300 597141.908684015 973447.944431091 98499.7482471364 67149.0163707862 554635.082924034 95180 972711.890230201 713921.390304411 1018250.80600603 558270
1980-07-20 7 51 20 1980 16599714 7291406 1343140 543318 5869400 3002312.95219152 8967907 3125033 1420000 1483446.76329594 1540000 1659650 529863.796520284 863772.607566327 87402.0895259885 59583.546606599 314611.444197262 95180 906650.638180803 685713.044982042 992268.138131675 555604.680349645
1980-07-27 7 52 27 1980 16969414.4480534 7259110.03939346 1216255.38959408 568459 5849976.50155116 2979250.18190562 8828415 3008337.68791302 1420000 1548481.58216493 1540000 1676000 489062.279806207 797258.849283106 80671.7980056782 54995.3881237613 107862.249044779 95180 827841.219934412 653914.826046158 959647.364720539 551651.321099663
1980-08-03 8 1 3 1980 17308222.4105283 7116541 1101645.81088026 593600 5770433 2979346 8688922 2896389 1392402 1570782.72499939 1540000 1668917 466213.499311457 760011.256906969 76902.8461137455 52133.2424827566 0 95180 780532.989792757 635926.442934983 941589.906002331 558270
1980-08-10 8 2 10 1980 17713780.9835539 7221921 781562 638280 5671467 2960915 8549430 2782067 1319673.61835903 1621490.4577646 1540000 1661833 443793.103290302 723462.007720585 73204.5570947219 49626.1337352481 0 95180 753650.382156595 624210.428188921 925225.717043581 558270
1980-08-17 8 3 17 1980 17994191.0229456 7327300 835511.624205372 682960 5572500 2942485 8409937 2667744 1285278.88693874 1675288.84530429 1540000 1654750 419819.675063147 684381.038709182 69250.09231733 46945.3607658788 0 95180 710446.177944332 605976.368576951 905576.785249688 558270
1980-08-24 8 4 24 1980 18294118.4919078 7321562 903226.578743913 711282 5473533 2924054 8270445 2553422 1340586.12811773 1780902.12856102 1540000 1647667 408034.637442023 665169.322900106 67306.1268681087 45627.5262868732 0 95180 678747.023478141 588735.59715796 891361.194697271 558270
1980-08-31 8 5 31 1980 18551008.2484268 7315823 954073.82040104 711282 5374567 2905623 8130952 2439100 1369227.34707568 1792000 1540000 1640583 392619.919248958 640040.579596705 64763.4383727332 43903.8112023695 0 95180 649762.350626345 578497.808291732 882687.274672401 555637.065678705
1980-09-07 9 6 7 1980 18732668.9251867 7239906 987082 737712 5275600 2887192 8239435 2387014 1381394 1792000 1482126 1633500 387510.80639498 631711.813296359 63920.6800223903 43332.4965156828 0 95180 631027.45850128 570816.492210424 878912.213916591 556971.282334682
1980-09-14 9 7 14 1980 18888207.7078379 7163989 990360.214666169 764141 5176633 2868762 8347918 2334849 1358200 1792000 1424251 1617133 384719.15995453 627160.931086428 63460.1923768568 43020.3271318683 0 95180 616887.402349707 566458.47493908 873302.101341563 558270
1980-09-21 9 8 21 1980 19061544.5769252 7088071 1010820.09370781 790571 5077667 2801321 8456401 2282683 1327300 1792000 1366377 1600767 378355.380601086 616786.834342699 62410.4742862342 42308.7122759497 0 95180 609046.153929387 562336.989831264 869881.382456095 557970
1980-09-28 9 9 28 1980 19242517.0008816 7012154 1020107.0023107 817000 5097696.10294676 2726227 8564884 2230518 1296400 1792000 1308502 1584400 370347.756722159 603732.977476586 61089.6007641089 41413.2783213186 0 95180 593038.455999942 552262.513443148 864883.598833046 557670
1980-10-05 10 10 5 1980 19265570.8804364 6937496 1024751.55524961 817000 5113526.80041025 2732560.3645936 8673368 2226236.32048703 1286140 1772644.18944087 1199292 1574007 358059.060158923 583700.207652102 59062.5557683359 40039.1233500997 0 95180 577175.619307419 543573.293256544 859740.219211494 557370
