"date" "month" "week" "day" "year" "TotalEnergyContent" "TotalECCEnergyContent" "FirmEnergyDeficit" "TotalCoordPreEnergy" "TotalNFEnergyContent" "NonFirmEnergyDeficit" "Total_ORCEnergyContent"
1953-12-13 12 20 13 1953 3842521.83438224 NA 277607.194041111 2008900.83795889 445981.516899897 998520 640411.917646072
1953-12-20 12 21 20 1953 4080926.09069821 NA 228528.113938735 2057979.91806127 409281.758121741 998520 582764.026980566
1953-12-27 12 22 27 1953 4565669.9935689 NA 247390.479645478 2039117.55235452 575408.222982006 998520 1070168.58646129
1954-01-03 1 23 3 1954 5842947.17606164 NA 337623.142162236 1938960.80983776 10176757.4622459 1010180 10888056.7117379
1954-01-10 1 24 10 1954 6006527.57867832 NA 263739.761456565 2012844.19054344 8907773.38815361 1010180 9730048.55041923
1954-01-17 1 25 17 1954 5993092.46332534 NA 52108.9999830979 2224474.9520169 7395844.51815796 1010180 8162183.04355348
1954-01-24 1 26 24 1954 5633618.30359769 NA 63309.2024448472 2213274.74955515 5783878.11158627 1010180 6683877.16361824
1954-01-31 1 27 31 1954 5156337.21764865 NA 184386.864213933 2092197.08778607 4240171.92984469 1022900 5319563.00481678
1954-02-07 2 28 7 1954 4279593.67646715 NA 0 2262407.94659782 4900779.7338028 948250.725402182 5815578.59611211
1954-02-14 2 29 14 1954 3816194.82060562 NA 170603.799675552 1947194.87232445 4211264.45103921 1022900 5271884.09747775
1954-02-21 2 30 21 1954 3486298.93903275 NA 0 2149930.63897295 3560701.93110071 990768.033027046 4457168.89050773
1954-02-28 2 31 28 1954 3530763.046156 NA 0 2924783.42839257 2783904.2129686 215915.243607427 3820644.17530384
1954-03-07 3 32 7 1954 3110193.77733312 NA 0 2932911.43729614 2009175.40101164 21705.9707038607 3025879.28700836
1954-03-14 3 33 14 1954 2605357.90484007 NA 0 3047513.01836045 1385819.5513571 0 2287738.78269885
1954-03-21 3 34 21 1954 1687870.56326329 NA 0 3199742.94403722 769814.23422125 0 1555837.23242471
1954-03-28 3 35 28 1954 1226680.40949269 NA 0 3341463.09316279 273924.648412291 0 959888.241651246
1954-04-04 4 36 4 1954 746760.519666766 NA 0 2067705.43894674 6843.4621472166 839540.401053265 647223.570089503
1954-04-11 4 37 11 1954 278657.574181767 NA 35679.0009243756 1681186.83907562 136296.072260924 1190380 406667.841545495
1954-04-18 4 38 18 1954 112295.223301454 NA 0 2232313.36291667 0 855550.733083333 78470.7246541596
1954-04-25 4 39 25 1954 248221.86103129 NA 0 2832427.8969364 5462.07072629376 255436.199063597 152668.482178485
1954-05-02 5 40 2 1954 450475.837800751 NA 0 2528715.13803491 0 822020.189965086 300397.82235905
1954-05-09 5 41 9 1954 718504.855049738 NA 0 3750270.87147367 96627.7898950706 0 527147.176730082
1954-05-16 5 42 16 1954 1751923.19620067 NA 0 2225333.36984595 9214.91369166879 1125401.95815405 745407.237538834
1954-05-23 5 43 23 1954 5450646.91318154 NA 0 3070506.27894969 2001880.96935207 280229.049050306 2695819.56848568
1954-05-30 5 44 30 1954 6732116.33313817 NA 0 3015667.1594596 2453790.61543651 335068.168540396 3424230.45211182
1954-06-06 6 45 6 1954 29044472.5192361 NA 0 3265851.66388597 0 0 722293.967345691
1954-06-13 6 46 13 1954 10172587.1160502 NA 0 3339048.09371387 2347214.7494196 0 3095143.77222041
1954-06-20 6 47 20 1954 9402451.52655986 NA 0 3648825.86170248 2033846.7386505 0 2417887.28205838
1954-06-27 6 48 27 1954 6663763.18215444 NA 0 4242961.13156473 554549.514240456 0 554549.514240456
1954-07-04 7 49 4 1954 6614090.79613362 NA 0 4052112.27497715 574506.763601587 0 574506.763601587
1954-07-11 7 50 11 1954 6917512.39274405 NA 0 3166472.36832609 542988.587330797 0 542988.587330797
1954-07-18 7 51 18 1954 47301846.7470221 NA 0 3381857.36907699 592865.856817585 0 592865.856817585
1954-07-25 7 52 25 1954 7345555.63946857 NA 0 4180123.89039188 224404.761371395 0 224404.761371395
1954-08-01 8 1 1 1954 5344914.00081137 NA 0 4119072.96470455 1263559.44449171 0 1263559.44449171
1954-08-08 8 2 8 1954 3670847.02516785 NA 0 3627919.86222672 631284.738765308 0 631284.738765308
1954-08-15 8 3 15 1954 1999279.65430097 NA 0 4191497.21161068 0 0 0
1954-08-22 8 4 22 1954 1781492.58724812 NA 0 3473116.5558235 10851.7395634813 0 27151.7868246346
1954-08-29 8 5 29 1954 2159937.62972526 NA 0 2837849.90269006 0 0 60766.8523772342
1954-09-05 9 6 5 1954 1804448.89625689 NA 0 1872535.20143325 168804.394108897 857128.430566748 318968.175148596
1954-09-12 9 7 12 1954 1971105.42807697 NA 0 2218556.68315482 316080.351059415 511106.948845178 511036.297108286
1954-09-19 9 8 19 1954 2234559.54058984 NA 0 2683393.21261485 560184.127015725 46270.4193851452 799951.424155923
1954-09-26 9 9 26 1954 2515459.73609327 NA 0 1944242.9415137 820298.212000549 785420.690486296 1105195.3734107
1954-10-03 10 10 3 1954 2364551.06610057 NA 597590.856542378 1029958.26345762 107537.679162012 1125720 722988.417916287
1954-10-10 10 11 10 1954 2304298.46683136 NA 667557.690942278 959991.429057722 71764.5879415375 1125720 458784.725037795
1954-10-17 10 12 17 1954 2374163.95280372 NA 662814.6807549 964734.4392451 85634.3224528941 1125720 379782.63291685
1954-10-24 10 13 24 1954 2587003.72503667 NA 395368.051529215 1232181.06847079 173332.963119502 1125720 481102.190144552
1954-10-31 10 14 31 1954 2826561.36677053 NA 289013.438326826 1338535.68167317 180378.435598097 1203100 470900.612121185
1954-11-07 11 15 7 1954 3631149.14471988 NA 142031.390400775 1820951.63359922 405419.601514012 1203100 706817.448063482
1954-11-14 11 16 14 1954 3795406.4996017 NA 889424.669801209 1073558.35419879 213864.671841571 1106640 900384.729897622
1954-11-21 11 17 21 1954 3889446.32589857 NA 958823.087087176 1004159.93691282 252681.721993715 1106640 808248.533295679
1954-11-28 11 18 28 1954 3727751.02408091 NA 857110.531454064 1105872.49254594 203417.734906148 998520 557122.376599926
1954-12-05 12 19 5 1954 3920794.57113301 NA 86281.333929427 2200226.69807057 503757.668451707 998520 666484.918482935
1954-12-12 12 20 12 1954 3922155.67844568 NA 134241.340111653 2152266.69188835 419489.897651781 998520 602700.967843175
1954-12-19 12 21 19 1954 4142306.61038179 NA 669179.597938346 1617328.43406165 155369.250832375 998520 603114.060855076
1954-12-26 12 22 26 1954 4058500.82614745 NA 629582.730105547 1656925.30189445 194708.078301919 998520 596125.434949773
1955-01-02 1 23 2 1955 4944008.054603 NA 769567.015359233 1507016.93664077 8791935.80904596 1010180 9878876.76760839
1955-01-09 1 24 9 1955 4682858.73879513 NA 350871.559129831 1925712.39287017 7283433.41926945 1010180 8131690.22630005
1955-01-16 1 25 16 1955 4116510.9797297 NA 290051.928284721 1986532.02371528 5736197.13512504 1010180 6598048.87753346
1955-01-23 1 26 23 1955 3712010.67023815 NA 33182.7585171266 2243401.19348287 4847619.36238668 1010180 5693196.12364699
1955-01-30 1 27 30 1955 3670827.42295488 NA 233260.188302094 2043323.76369791 4119006.04293507 1022900 5211811.19488261
1955-02-06 2 28 6 1955 3381043.77292565 NA 56106.3283842129 2061692.34361579 5572583.14348877 1092860 6559025.43399618
1955-02-13 2 29 13 1955 3084287.80251383 NA 0 2295242.47235642 4611182.46526057 845456.199643577 5559163.40406392
1955-02-20 2 30 20 1955 3370821.63056602 NA 0 2663946.13083587 4229919.35680098 476752.541164128 5238548.21732049
