"date" "month" "week" "day" "year" "ARFirmEngSupReq" "TotalEnergyContent" "TotalECCEnergyContent" "FirmEnergyDeficit" "TotalCoordPreEnergy" "TotalNFEnergyContent" "NonFirmEnergyDeficit"
1987-09-20 9 8 20 1987 121535.783815294 37687619.6794701 2497148.10194978 632738.180524743 718641.819475257 2120577.97139908 181800
1987-09-27 9 9 27 1987 140131.329339407 36752383.9243395 2291156.5713028 720877.5762139 674134.4237861 1854776.79199269 181800
1987-10-04 10 10 4 1987 174791.232681776 31404233.9492161 2792378.72871407 755509.079769401 674408.520230599 2283866.69191012 363600
1987-10-11 10 11 11 1987 181965.717365554 30149134.4541268 1959402.64787329 791563.998510643 673259.201489357 1464578.57224057 363600
1987-10-18 10 12 18 1987 183088.726012408 28808725.2170234 1062419.10539476 805798.848628293 693929.951371707 620730.060518721 363600
1987-10-25 10 13 25 1987 186668.59612807 27537103.7574967 286179.8159799 845726.207605623 688908.192394377 172096.828043867 363600
1987-11-01 11 14 1 1987 17941.1196507139 26434652.3093342 46259.9161795323 80661.629018496 1488878.3709815 56258.9161795323 363600
1987-11-08 11 15 8 1987 4310.17975808494 26316496.0673235 1733677.36944162 18854.290500249 1507053.70949975 1732547.21915055 3272400
1987-11-15 11 16 15 1987 2076.97679203215 24655886.0551844 293637.550753094 9655.99506921973 1472620.00493078 296365.947605026 3267379.99506922
1987-11-22 11 17 22 1987 0 24308067.2400876 157728.912872071 0 1491213.26975072 167727.912872071 3205586.73024928
1987-11-29 11 18 29 1987 0 24120253.0639646 136467.864993048 0 1494551.50755768 146466.864993048 3159048.49244232
1987-12-06 12 19 6 1987 1197.53130397756 23312491.250897 2105913.75215163 5138.07140522567 1477137.92859477 2112713.83766095 1828278.27140523
1987-12-13 12 20 13 1987 37853.4639859677 21012210.8780072 792943.627132112 166855.934768935 1402684.06523107 701646.820855072 1831210.8
1987-12-20 12 21 20 1987 46828.3054023769 19624506.6012764 441805.844946777 196466.841177582 1460337.15882242 332787.346510787 1824605.4
1987-12-27 12 22 27 1987 67500.3106451297 18901329.3486009 428433.380064197 274352.353632765 1469715.64636724 274564.889074568 1454400
1988-01-03 1 23 3 1988 64504.7321463982 22049061.2107906 4407326.94213049 259502.109592337 1487959.49040766 4259617.14653001 727200
1988-01-10 1 24 10 1988 81864.6230649518 21097204.7439422 3576079.08237735 343150.97760473 1407704.22239527 3355300.53508592 727200
1988-01-17 1 25 17 1988 80023.1213093429 20001069.0595615 2627597.73459387 351426.18084956 1402822.61915044 2403039.91502728 727200
1988-01-24 1 26 24 1988 65301.2489631988 18878605.226563 1694398.08646802 305637.493849799 1452004.9061502 1510213.49209877 727200
1988-01-31 1 27 31 1988 63529.9958921571 17762332.5408357 816306.86597833 325870.634640852 1435165.36535915 619511.137473576 727200
1988-02-07 2 28 7 1988 54437.6859115219 16849678.5951031 1326529.27206553 242978.87352179 1404735.12647821 1183308.2915336 969600
1988-02-14 2 29 14 1988 24723.2629038894 15610277.6018628 326233.800482753 185746.208280012 1348645.79171999 270991.967796424 969600
1988-02-21 2 30 21 1988 963.712074267075 15069145.7331142 120924.261268637 8629.77238251315 1412440.22761749 124935.241778693 964159.772382513
1988-02-28 2 31 28 1988 0 14972193.7114035 397009.640545395 0 1392938.14992721 407008.640545395 871461.850072785
1988-03-06 3 32 6 1988 0 14673784.2596757 982982.545970747 0 1367668.9156033 992981.545970747 1888231.0843967
1988-03-13 3 33 13 1988 0 13644508.6232796 399063.087595029 0 1347226.55919285 409062.087595029 1809373.44080715
1988-03-20 3 34 20 1988 0 13388202.4628688 413201.131422452 0 1377074.03871302 423200.131422452 1680225.96128698
1988-03-27 3 35 27 1988 0 13284712.6905274 429152.94682689 0 1287694.06404177 439151.94682689 1670305.93595823
1988-04-03 4 36 3 1988 0 13228268.910486 298503.121809796 0 1785369.63204448 308502.121809796 991130.367955517
1988-04-10 4 37 10 1988 0 13670189.6233782 466376.605077766 0 1876999.90278701 476375.605077766 839200.097212995
1988-04-17 4 38 17 1988 0 15611139.5423724 862617.88654821 0 1737023.5841402 872616.88654821 918876.415859801
1988-04-24 4 39 24 1988 0 16464313.4228482 737803.051323573 0 1605309.94569412 747802.051323573 990290.05430588
1988-05-01 5 40 1 1988 0 15817607.0690125 165524.453259628 0 2333672.11885845 175523.453259628 0
1988-05-08 5 41 8 1988 0 17456602.4635734 373195.692258098 0 2271908.49570501 383194.692258098 56571.5042949915
1988-05-15 5 42 15 1988 0 19413221.6982931 668066.831266034 0 2879583.5596367 678065.831266034 0
1988-05-22 5 43 22 1988 0 21647690.1252992 1518564.691357 0 2712692.70745813 1528563.691357 0
1988-05-29 5 44 29 1988 0 23557368.724842 2440526.55821398 0 2655542.03692486 2450525.55821398 0
1988-06-05 6 45 5 1988 0 126012684.788005 952570.310354681 0 2052917.98403306 962569.310354681 0
1988-06-12 6 46 12 1988 0 111120820.131593 1114207.93892754 0 1909660.3209435 1124206.93892754 0
1988-06-19 6 47 19 1988 0 108906267.719487 1525401.49911002 0 1843786.895185 1535400.49911002 0
1988-06-26 6 48 26 1988 0 99649986.3931526 2368101.53257643 0 1518423.835638 2378100.53257643 0
1988-07-03 7 49 3 1988 0 85561696.4225175 1908199.21282553 0 1325121.63148159 1918198.21282553 2550578.36851841
1988-07-10 7 50 10 1988 0 85369495.8650185 1074655.23138575 0 1260372.0345112 1084654.23138575 2598227.9654888
1988-07-17 7 51 17 1988 0 73758524.4489089 433897.312114653 0 1094498.52861205 443896.312114653 2747001.47138795
1988-07-24 7 52 24 1988 0 65200092.4600732 0 0 1062780.31627236 9999 2761619.68372764
1988-08-07 8 1 7 1988 0 152770959.445942 2130753.87131056 0 1634957.06053449 2140752.87131056 0
1988-08-14 8 2 14 1988 0 147667979.90705 2131596.4976605 0 1537735.0471794 2141595.4976605 0
1988-08-21 8 3 21 1988 0 140100117.427749 2131970.00882956 0 1464191.53649019 2141969.00882956 63408.4635098069
1988-08-28 8 4 28 1988 0 119954605.04971 2153059.65611781 0 1351761.86161115 2163058.65611781 258638.138388851
1988-09-04 9 5 4 1988 61481.0169644746 39659542.2880719 2362203.73950623 352576.163163176 867907.836836824 2121590.22298254 484800
1988-09-11 9 6 11 1988 98610.6163510357 39545440.5206606 2503942.11031045 529123.969853352 734992.030146648 2198167.6935169 181800
1988-09-18 9 7 18 1988 117539.305663941 38299349.0800434 2313590.00993016 614579.661142788 693168.338857212 1949657.05231457 181800
1988-09-25 9 8 25 1988 123089.898736494 37591193.179345 2059224.36188264 634732.490640339 716647.509359661 1693542.68727697 181800
1988-10-02 10 9 2 1988 155597.403192307 32370880.8378095 1867623.44938079 699519.41825235 695492.58174765 1391921.87884521 181800
1988-10-09 10 10 9 1988 174539.866177948 31686906.770375 2574377.63827393 742291.156305575 687626.443694425 2062813.48137674 363600
1988-10-16 10 11 16 1988 174213.64070124 30839734.5117543 2078479.31207734 740907.108949452 723916.091050548 1565975.84118021 363600
1988-10-23 10 12 23 1988 181859.424953013 29854645.5287296 1431224.80876552 783692.617553715 716036.182446285 886260.05678425 363600
1988-10-30 10 13 30 1988 188231.06620974 28958261.9918764 862887.448104805 835774.441230994 698859.958769006 439567.923005277 363600
1988-11-06 11 14 6 1988 4120.96751050516 28081213.5645022 285801.459943957 18951.9093019427 1550588.09069806 289426.32184062 363600
1988-11-13 11 15 13 1988 0 28004746.3846874 2284664.19173309 0 1569213.73925938 2294663.19173309 3213986.26074062
1988-11-20 11 16 20 1988 0 26357132.3099811 746934.421353466 0 1529064.8882399 756933.421353466 3210935.1117601
1988-11-27 11 17 27 1988 0 25724063.0222196 224244.218577647 0 1583213.63398945 234243.218577647 3113586.36601055
1988-12-04 12 18 4 1988 0 25332913.4709004 104817.468018514 0 1768148.66910527 114816.468018514 2885451.33089473
1988-12-11 12 19 11 1988 0 24991410.0271607 2790889.29052949 0 1650744.08226826 2800888.29052949 1654672.11773174
1988-12-18 12 20 18 1988 0 23140331.935055 1835022.04139796 0 1670589.08186842 1845021.04139796 1714621.71813158
1988-12-25 12 21 25 1988 0 21328367.0878449 683644.338011495 0 1678087.98464567 693643.338011495 1786917.41535433
1989-01-01 1 22 1 1989 30611.5709769778 24414812.3398247 397399.610738848 157703.720677441 1586364.27932256 301339.096325014 1454400
1989-01-08 1 23 8 1989 60112.0726474199 23568692.408489 4390288.726528 250915.4703512 1496546.1296488 4221909.82114929 727200
1989-01-15 1 24 15 1989 57222.4777441762 22205821.246288 3603017.9673124 245218.873316329 1505636.32668367 3442241.10644779 727200
1989-01-22 1 25 22 1989 57149.1038561689 20777857.3959753 2760116.63685808 252097.900956781 1502150.89904322 2613258.75539646 727200
1989-01-29 1 26 29 1989 47969.3307290342 19714820.9101958 1964935.08401207 224670.00940152 1532972.39059848 1835322.56507449 727200
1989-02-05 2 27 5 1989 26283.2413912672 18702001.2496542 1175629.56397571 133443.80185032 1627592.19814968 1102911.0619634 727200
1989-02-12 2 28 12 1989 5257.59351450475 17668102.1035178 1704376.39846003 22988.9742958643 1624725.02570414 1700157.84112889 969600
1989-02-19 2 29 19 1989 0 16717777.3835611 1105993.21544031 0 1573943.70657558 1115992.21544031 914856.293424419
1989-02-26 2 30 26 1989 0 15818551.7834085 577197.406991529 0 1476142.97685796 587196.406991529 900457.023142044
1989-03-05 3 31 5 1989 0 15349763.4535752 417112.696928068 0 1388627.63882708 427111.696928068 875772.361172925
1989-03-12 3 32 12 1989 0 15336912.3345415 1071497.0663725 0 1708550.08519116 1081496.0663725 1547349.91480884
1989-03-19 3 33 19 1989 0 14264679.0427883 465116.230423896 0 1546458.54492875 475115.230423896 1610141.45507125
1989-03-26 3 34 26 1989 0 14130834.4301994 499163.212236895 0 1630055.46925554 509162.212236895 1427244.53074446
1989-04-02 4 35 2 1989 0 13972270.7050176 383627.766211875 0 1455275.41071637 393626.766211875 1502724.58928363
1989-04-09 4 36 9 1989 0 14432264.0154185 454464.888621384 0 1692386.98832698 464463.888621384 1084113.01167302
1989-04-16 4 37 16 1989 0 15856467.8729725 886609.807125975 0 2006001.87235336 896608.807125975 710198.127646639
1989-04-23 4 38 23 1989 0 17551686.9489771 810408.801819996 0 1993176.6260143 820407.801819996 662723.373985695
1989-04-30 4 39 30 1989 0 19000417.6770716 1222513.75326724 0 2292354.22717556 1232512.75326724 303245.772824436
1989-05-07 5 40 7 1989 0 22820918.7128058 1062910.75304731 0 3072695.36110688 1072909.75304731 0
1989-05-14 5 41 14 1989 0 25163275.9454526 1412956.78589722 0 2969359.28574151 1422955.78589722 0
1989-05-21 5 42 21 1989 0 35734629.2989694 1864631.05477717 0 3122160.492539 1874630.05477717 0
1989-05-28 5 43 28 1989 0 52561461.8471388 2444013.05803912 0 3145653.14093824 2454012.05803912 0
1989-06-04 6 44 4 1989 0 40319693.9840299 3811109.78807585 0 3037698.87251002 3821108.78807585 0
1989-06-11 6 45 11 1989 0 197346934.790802 2321407.44145208 0 3205320.30574422 2331406.44145208 0
1989-06-18 6 46 18 1989 0 159383949.709956 2254236.66049338 0 3056490.08681781 2264235.66049338 0
1989-06-25 6 47 25 1989 0 429112094.630857 2096324.85588178 0 3610844.99202833 2106323.85588178 0
1989-07-02 7 48 2 1989 0 249600726.366144 2651852.25954015 0 2585567.48020456 2661851.25954015 0
1989-07-09 7 49 9 1989 0 161189978.321668 2184828.38401776 0 1886480.00777298 2194827.38401776 1989219.99222702
1989-07-16 7 50 16 1989 0 121262158.859513 1341701.08508994 0 1560570.7460782 1351700.08508994 2298029.2539218
1989-07-23 7 51 23 1989 0 80808149.4210445 495205.117753273 0 1160247.03302117 505204.117753273 2681252.96697883
1989-07-30 7 52 30 1989 0 72587281.97617 0 0 1154457.90417574 9999 2669942.09582426
1989-08-06 8 1 6 1989 0 167310643.764558 2129047.8825832 0 1873683.28842388 2139046.8825832 0
1989-08-13 8 2 13 1989 0 187080833.31271 2131596.4976605 0 1906097.45206514 2141595.4976605 0
1989-08-20 8 3 20 1989 0 208642258.105301 2131970.00882956 0 2030852.68695279 2141969.00882956 0
1989-08-27 8 4 27 1989 0 166604800.850482 2131970.00882956 0 1696712.70864839 2141969.00882956 0
1989-09-03 9 5 3 1989 49487.9858843107 40295003.317687 2606249.42364641 289739.404985889 930744.595014111 2419075.17230996 484800
1989-09-10 9 6 10 1989 99259.109087421 40031279.4233391 2863819.4605341 543315.612494605 720800.387505395 2513012.10954387 181800
1989-09-17 9 7 17 1989 108610.942277797 39525590.3371762 2749611.0009165 591802.039652134 715945.960347866 2366234.99173503 181800
1989-09-24 9 8 24 1989 115303.433887102 39207150.5006258 2602437.23032366 629599.217102722 721780.782897278 2213092.84355555 181800
1989-10-01 10 9 1 1989 141516.980156564 33355205.1573833 2261498.75247533 673040.607892575 721971.392107425 1800375.8466972 181800
1989-10-08 10 10 8 1989 157221.244313635 32837021.9043964 2862185.62350555 711984.990897042 717932.609102958 2374992.91724974 363600
1989-10-15 10 11 15 1989 164415.539764998 31483115.664663 2177974.83168786 743684.588372646 721138.611627354 1663256.65818969 363600
1989-10-22 10 12 22 1989 168902.668926339 30519685.723666 1566062.5047297 767716.866589294 732011.933410706 1045202.25137005 363600
1989-10-29 10 13 29 1989 179209.581397294 29501991.3166203 873607.042523273 830077.954241726 704556.445758274 438875.4384648 363600
1989-11-05 11 14 5 1989 0 28713278.0196922 440614.058839802 0 2008641.08826355 450613.058839802 0
1989-11-12 11 15 12 1989 0 29659247.165757 2945569.11941839 0 1917382.59522646 2955568.11941839 2865817.40477354
1989-11-19 11 16 19 1989 0 27984058.7450809 1044018.45294361 0 1892465.56926755 1054017.45294361 2847534.43073245
1989-11-26 11 17 26 1989 0 27319252.5315826 312218.866551807 0 1859564.51110884 322217.866551807 2837235.48889116
1989-12-03 12 18 3 1989 0 27591589.0309701 166634.829284615 0 2131510.25734483 176633.829284615 2522089.74265517
1989-12-10 12 19 10 1989 0 27805944.7510424 3519285.0122878 0 1878077.84925747 3529284.0122878 1427338.35074253
1989-12-17 12 20 17 1989 0 26304626.0484204 2207082.0873915 0 1948837.90733901 2217081.0873915 1436372.89266099
1989-12-24 12 21 24 1989 0 24596554.7399202 899926.095854979 0 1958765.51231278 909925.095854979 1506239.88768722
1989-12-31 12 22 31 1989 0 23384609.5586764 112309.690714455 0 1914214.96678493 122308.690714455 1266985.03321507
1990-01-07 1 23 7 1990 0 28705206.0666977 6085834.48869552 0 1778189.43058217 6095833.48869552 679170.569417829
1990-01-14 1 24 14 1990 11792.527524463 28259440.0030527 5738879.38884111 62971.7607928317 1687883.43920717 5698608.11854932 727200
1990-01-21 1 25 21 1990 0 27341119.8010168 5103092.22192323 0 1850679.19029986 5113091.22192323 613400.80970014
1990-01-28 1 26 28 1990 0 26455126.4938163 4552342.4792548 0 1830557.37117045 4562341.4792548 636882.628829555
1990-02-04 2 27 4 1990 0 25373641.8973517 4701506.91363749 0 1916759.2807911 4711505.91363749 554040.719208896
1990-02-11 2 28 11 1990 0 24741984.0043797 7948254.91559925 0 1701507.49164842 7958253.91559925 899492.508351577
1990-02-18 2 29 18 1990 0 23543716.64594 6985382.7865565 0 1806324.84763712 6995381.7865565 682475.152362884
1990-02-25 2 30 25 1990 0 22578953.4776621 6269103.8342836 0 1734621.90637632 6279102.8342836 641978.093623677
1990-03-04 3 31 4 1990 0 20730817.2209997 5712662.89030519 0 1970687.89842182 5722661.89030519 293712.101578184
1990-03-11 3 32 11 1990 0 20411559.9193946 7104821.9667043 0 1718453.51878848 7114820.9667043 1537446.48121152
1990-03-18 3 33 18 1990 0 18989597.75809 5778451.09362989 0 1761436.0717455 5788450.09362989 1395163.9282545
1990-03-25 3 34 25 1990 0 17757891.9903781 4633295.20732767 0 1692066.0948804 4643294.20732767 1365233.9051196
1990-04-01 4 35 1 1990 0 14937927.9625468 3075925.29424639 0 3414242.17336421 3085924.29424639 0
1990-04-08 4 36 8 1990 0 15137475.9611655 3955710.95049478 0 2316340.05104211 3965709.95049478 460159.948957895
1990-04-15 4 37 15 1990 0 15457162.4605469 4027726.44713208 0 2640103.71595865 4037725.44713208 76096.2840413461
1990-04-22 4 38 22 1990 0 16649366.0452033 4643114.85764953 0 3366282.5850129 4653113.85764953 0
1990-04-29 4 39 29 1990 0 17393096.3663781 5122783.79476418 0 2749033.25761757 5132782.79476418 0
1990-05-06 5 40 6 1990 0 21424701.723984 3725003.85374769 0 2722942.49104549 3735002.85374769 0
1990-05-13 5 41 13 1990 0 34285231.8432333 4488748.08826191 0 2664548.52241375 4498747.08826191 0
1990-05-20 5 42 20 1990 0 46136696.0546288 5227079.6746587 0 2713149.08693134 5237078.6746587 0
1990-05-27 5 43 27 1990 0 48271714.9449773 6134299.48894125 0 3141425.54837906 6144298.48894125 0
1990-06-03 6 44 3 1990 0 28893240.0911487 7000057.33581657 0 2986607.28385331 7010056.33581657 0
1990-06-10 6 45 10 1990 0 209350340.304943 2083049.61590335 0 2954055.21220538 2093048.61590335 0
1990-06-17 6 46 17 1990 0 89762148.2614205 4077016.92477921 0 3405109.09859124 4087015.92477921 0
1990-06-24 6 47 24 1990 0 40297308.3218372 5934824.05312905 0 3883001.82465793 5944823.05312905 0
1990-07-01 7 48 1 1990 0 42538087.198516 5691627.36372397 0 3650973.63790895 5701626.36372397 0
1990-07-08 7 49 8 1990 0 42785554.5869791 3761949.75979077 0 4311443.41118517 3771948.75979077 0
1990-07-15 7 50 15 1990 0 42668133.165934 2801215.19473635 0 3655973.82446375 2811214.19473635 202626.17553625
1990-07-22 7 51 22 1990 0 170376852.920908 1422638.27716888 0 3432071.82790448 1432637.27716888 409428.172095518
1990-07-29 7 52 29 1990 0 308291889.914166 0 0 3360965.69333843 9999 463434.306661571
1990-08-05 8 1 5 1990 0 293924437.155571 2158941.35462179 0 3443249.1605472 2168940.35462179 0
1990-08-12 8 2 12 1990 0 229605543.331039 2155568.63248368 0 2696847.25509875 2165567.63248368 0
1990-08-19 8 3 19 1990 0 219446255.07922 2154061.68116094 0 2190790.09201712 2164060.68116094 0
1990-08-26 8 4 26 1990 0 158482040.319314 2154061.68116094 0 1686053.7108178 2164060.68116094 0
1990-09-02 9 5 2 1990 38403.236096894 40268863.3515611 2561805.87952055 224471.130451996 996012.869548003 2412565.00952856 484800
1990-09-09 9 6 9 1990 98268.0318056429 40077543.5062767 2854901.87360321 538359.055569358 725756.944430642 2540321.08693302 181800
1990-09-16 9 7 16 1990 105272.372016983 39706984.7806616 2879825.5697202 573343.625024784 734404.374975216 2540591.32195253 181800
1990-09-23 9 8 23 1990 117581.118229918 39137442.8328666 2800184.84832072 639991.597658816 711388.402341184 2416135.19940324 181800
1990-09-30 9 9 30 1990 119839.652569938 39274743.9247215 2564070.3768853 656573.915963522 738438.084036478 2176959.91524449 181800
1990-10-07 10 10 7 1990 158226.456955842 33099192.4671747 3258187.34145269 713054.29440937 716863.305590631 2765808.66627614 363600
1990-10-14 10 11 14 1990 163486.824354547 32091840.0604443 2568032.51416377 742388.638155626 722434.561844374 2054904.15126764 363600
1990-10-21 10 12 21 1990 163134.813823112 31084557.0168128 1870228.48663684 750081.544066974 749647.255933026 1354582.56207952 363600
1990-10-28 10 13 28 1990 164870.683651969 30143341.9788968 1191524.08863609 769162.320837262 765472.079162737 677625.74079399 363600
1990-11-04 11 14 4 1990 0 29212807.9009635 606201.888085751 0 1969671.86897223 616200.888085751 0
1990-11-11 11 15 11 1990 0 30216234.6624236 3468801.88345151 0 1878364.37959139 3478800.88345151 2904835.62040861
1990-11-18 11 16 18 1990 0 28519382.3570476 1641628.25985822 0 1919311.31145918 1651627.25985822 2820688.68854082
1990-11-25 11 17 25 1990 0 28246802.3556541 559184.453261094 0 1630326.1771619 569183.453261094 3066473.8228381
1990-12-02 12 18 2 1990 0 28444740.8239524 416905.211196828 0 1875680.85415597 426904.211196828 2777919.14584403
1990-12-09 12 19 9 1990 0 28239110.336333 4003580.51753493 0 1907586.21929482 4013579.51753493 1397829.98070518
1990-12-16 12 20 16 1990 0 26663321.5095498 2926534.42255377 0 1900776.72632161 2936533.42255377 1484434.07367839
1990-12-23 12 21 23 1990 0 24808782.9225918 1569845.75638037 0 2016848.60868661 1579844.75638037 1448156.79131339
1990-12-30 12 22 30 1990 0 22970526.1305809 236434.358920443 0 1955229.14556633 246433.358920443 1225970.85443367
1991-01-06 1 23 6 1991 0 27495335.2225303 5667948.97653336 0 2055584.24094477 5677947.97653336 401775.759055229
1991-01-13 1 24 13 1991 20439.6295401499 27085305.2392963 5517420.65579764 100950.578932639 1649904.62106736 5459937.90405437 727200
1991-01-20 1 25 20 1991 0 26024322.3367476 4824432.76442874 0 1782398.64271829 4834431.76442874 681681.357281713
1991-01-27 1 26 27 1991 0 25027611.3239697 4249457.49414217 0 2004885.00819846 4259456.49414217 462554.991801544
1991-02-03 2 27 3 1991 0 24439339.6693238 4077389.39215865 0 2009757.6299382 4087388.39215865 461042.370061799
1991-02-10 2 28 10 1991 0 23983450.146837 7592569.63830841 0 1850350.61155027 7602568.63830841 750649.388449727
1991-02-17 2 29 17 1991 0 23791782.2110117 7710527.66882409 0 1683294.63133685 7720526.66882409 805505.368663146
1991-02-24 2 30 24 1991 0 23347746.1361357 7702387.87808403 0 1672958.02332098 7712386.87808403 703641.976679016
1991-03-03 3 31 3 1991 0 20747216.7409204 6359581.99734825 0 3221651.34428747 6369580.99734825 0
1991-03-10 3 32 10 1991 0 20470087.1059555 7967913.22051424 0 1802099.14122816 7977912.22051424 1453800.85877184
1991-03-17 3 33 17 1991 0 18995289.3202687 6658384.13422819 0 1853629.51927322 6668383.13422819 1302970.48072678
1991-03-24 3 34 24 1991 0 17663725.7604118 5493418.23106843 0 1845505.72468848 5503417.23106843 1211794.27531152
1991-03-31 3 35 31 1991 0 16675182.090955 4674985.25085973 0 2083993.35443342 4684984.25085973 874006.645566578
1991-04-07 4 36 7 1991 0 14260053.568897 4092586.58481411 0 3608565.70578349 4102585.58481411 0
1991-04-14 4 37 14 1991 0 14401543.8683663 4290383.39655224 0 2040529.70689289 4300382.39655224 675670.293107111
1991-04-21 4 38 21 1991 0 14469437.567518 4451522.6995291 0 2467598.06654735 4461521.6995291 188301.933452654
1991-04-28 4 39 28 1991 0 14817380.8476314 4763923.05771992 0 2401775.64257321 4773922.05771992 193824.357426792
1991-05-05 5 40 5 1991 0 15457271.4150074 2649548.28366104 0 2390504.22363126 2659547.28366104 0
1991-05-12 5 41 12 1991 0 18027691.9509423 4029618.35505486 0 2619784.97845034 4039617.35505486 0
1991-05-19 5 42 19 1991 0 23618031.7486355 5975356.0554012 0 3226124.37493914 5985355.0554012 0
1991-05-26 5 43 26 1991 0 27500185.0272675 6914934.8362808 0 3143809.61323351 6924933.8362808 0
1991-06-02 6 44 2 1991 0 47105775.5139857 7863337.88072683 0 3345623.37637153 7873336.88072683 0
1991-06-09 6 45 9 1991 0 35421556.8141363 3047031.17404511 0 3783522.45349313 3057030.17404511 0
1991-06-16 6 46 16 1991 0 37655653.4021091 4334298.00542133 0 3453790.35906051 4344297.00542133 0
1991-06-23 6 47 23 1991 0 40197491.7232016 5893862.6642275 0 3767567.44256548 5903861.6642275 0
1991-06-30 6 48 30 1991 0 42133160.2348711 5593140.96670046 0 4565799.25836242 5603139.96670046 0
1991-07-07 7 49 7 1991 0 42874278.2021946 3914504.34456989 0 4436371.93309338 3924503.3445699 0
1991-07-14 7 50 14 1991 0 42845465.4516078 3127652.01839181 0 4257420.21237305 3137651.01839181 0
1991-07-21 7 51 21 1991 0 42684211.9301722 1939802.65306938 0 3742097.75354484 1949801.65306938 99402.2464551581
1991-07-28 7 52 28 1991 0 72133208.7649902 0 0 3148838.78844675 9999 675561.211553252
1991-08-04 8 1 4 1991 0 138400576.685286 2935596.39163631 0 3338165.13624444 2945595.39163631 0
1991-08-11 8 2 11 1991 0 198404401.479663 2798150.62401477 0 3250795.97389565 2808149.62401477 0
1991-08-18 8 3 18 1991 0 294460361.085381 2362394.70613897 0 3399807.43380586 2372393.70613897 0
1991-08-25 8 4 25 1991 0 319135459.50355 2158442.14755967 0 2949779.95395274 2168441.14755967 0
1991-09-01 9 5 1 1991 17110.5818376857 40550009.6723848 2847402.57211228 101336.621833223 1119147.37816678 2784826.40197255 484800
1991-09-08 9 6 8 1991 85303.06219807 40571014.6019263 3242463.58438134 476921.050644614 787194.949355386 2893600.60760405 181800
1991-09-15 9 7 15 1991 101151.006027174 40248505.2514603 2983576.65843024 558020.938908426 749727.061091574 2649301.1655325 181800
1991-09-22 9 8 22 1991 116994.041286444 39671693.3216288 2869239.94424312 642917.239555706 708462.760444294 2485990.4874171 181800
1991-09-29 9 9 29 1991 126203.51357342 38920729.3333684 2595362.83150944 691596.337419831 703415.662580169 2180158.69192042 181800
1991-10-06 10 10 6 1991 159783.890441874 33385800.6564849 3172179.98703215 737076.653569017 692840.946430983 2665480.06602345 363600
1991-10-13 10 11 13 1991 164857.690613087 32430916.5970164 2673069.35811017 768897.92860045 695925.27139955 2140387.81968192 363600
1991-10-20 10 12 20 1991 166041.613717547 31342690.9298489 2032898.11641792 776391.016157938 723337.783842062 1494046.51169806 363600
1991-10-27 10 13 27 1991 171950.625304167 30091441.3160163 1197742.84763673 812243.473759755 722390.926240245 656158.46872853 363600
1991-11-03 11 14 3 1991 0 28852867.8285704 433618.562861622 0 1596802.71655949 443617.562861622 320797.283440508
1991-11-10 11 15 10 1991 0 28649159.6841161 2388816.50731593 0 1563499.61390259 2398815.50731593 3219700.38609741
1991-11-17 11 16 17 1991 0 26885526.4565227 797931.539578102 0 1521914.30624964 807930.539578102 3218085.69375036
1991-11-24 11 17 24 1991 10820.3972934771 26140126.7485838 191039.940964842 53325.1870325957 1385318.8129674 163035.437894169 3272400
1991-12-01 12 18 1 1991 0 25433240.9889809 104016.412700729 0 1565693.7871507 114015.412700729 3087906.2128493
1991-12-08 12 19 8 1991 37049.9457141163 25021065.0859725 3245396.1094232 177435.68549627 1304840.31450373 3149627.39655313 1837816.2
1991-12-15 12 20 15 1991 18883.0328600808 23067335.2046365 1881430.63629024 89890.5905219407 1479649.40947806 1839292.93751847 1831210.8
1991-12-22 12 21 22 1991 24085.7238122072 21206379.9215993 658334.502293415 109594.77303186 1547209.22696814 607046.565181477 1824605.4
1991-12-29 12 22 29 1991 55013.1039376852 19958629.2430584 65307.4042293662 230045.101727576 1514022.89827242 45719.344770417 1454400
1992-01-05 1 23 5 1992 60857.2026751429 23301826.8924825 4436262.71362109 253974.677619944 1493486.92238006 4252107.19196664 727200
1992-01-12 1 24 12 1992 59404.4891349842 21795470.4026709 3601825.7452827 253099.919959856 1497755.28004014 3414057.78352407 727200
1992-01-19 1 25 19 1992 56131.8831667017 20787686.4202556 2751527.94203395 251088.471147943 1503160.32885206 2564486.72049786 727200
1992-01-26 1 26 26 1992 68807.345696715 20110790.8949693 2011168.37364107 332258.155558615 1425384.24444138 1760820.43484305 727200
1992-02-02 2 27 2 1992 88416.4362543359 19108736.7265767 1174094.16717776 463311.914780673 1297724.08521933 883726.606852892 727200
1992-02-09 2 28 9 1992 55510.2299372379 17742207.8647463 2343017.50183483 262545.21359493 1385168.78640507 2188693.66688274 969600
1992-02-16 2 29 16 1992 20339.0479657519 16756372.0336528 1578309.34877969 119926.162186685 1414465.83781331 1512944.22866173 969600
1992-02-23 2 30 23 1992 18910.0498416632 15861719.495362 928122.37452059 142215.383374923 1278854.61662508 848967.449681632 969600
1992-03-01 3 31 1 1992 0 15091822.9258317 466513.699668862 0 1355209.60263515 476512.699668862 909190.397364847
1992-03-08 3 32 8 1992 0 14891647.2097231 1071515.19360016 0 1289816.48857519 1081514.19360016 1966083.51142481
1992-03-15 3 33 15 1992 0 14232860.4106545 559503.883606871 0 1338086.39467579 569502.883606871 1818513.60532421
