"date" "month" "week" "day" "year" "BRPrelim_c" "TotalFloodSpace_c" "TotalMcNarySharedWater_c" "BRIn" "GCIn"
2006-09-24 9 8 24 2006 119154.11632 1221957.78446985 42168.562286905 173990.113714286 204475.294985714
2006-10-01 10 9 1 2006 121165.95139 1545629.46831463 30567.8793952707 181697.883685714 255988.031457143
2006-10-08 10 10 8 2006 122460.563191428 1727650.16978647 0 180107.1396 255137.122214285
2006-10-15 10 11 15 2006 126617.125917142 1955385.99954263 0 160871.433685714 273434.646142857
2006-10-22 10 12 22 2006 131889.192974286 2064931.47228004 0 148583.828185714 271635.637557143
2006-10-29 10 13 29 2006 130646.548124285 2007377.69535536 0 153001.019057143 281247.540100001
2006-11-05 11 14 5 2006 164101.852604289 917495.598220172 0 168404.658171429 613504.331042859
2006-11-12 11 15 12 2006 161103.499842857 2980637.70231649 0 161103.499842858 719110.300314283
2006-11-19 11 16 19 2006 159465.152442857 1014566.17170358 0 159465.152442857 567150.603757143
2006-11-26 11 17 26 2006 160080.028585714 831806.634935721 0 160080.028585714 498185.302185714
2006-12-03 12 18 3 2006 152572.589228571 1103240.49243571 0 152572.589228571 1265860.05800574
2006-12-10 12 19 10 2006 180462.180985714 2899565.04627797 0 180462.180985714 516890.340942857
2006-12-17 12 20 17 2006 172363.667142857 3207251.63641919 0 172363.667142857 467953.150385715
2006-12-24 12 21 24 2006 183726.974957143 2039387.45668103 0 183726.974957143 449601.070888857
2006-12-31 12 22 31 2006 172427.138228571 1195680.30006984 0 172427.138228571 475767.090455603
2007-01-07 1 23 7 2007 416147.467771429 2638439.88434085 0 166147.467771429 713390.085626725
2007-01-14 1 24 14 2007 182723.338500001 2215712.00438411 0 182723.338500001 450192.956441038
2007-01-21 1 25 21 2007 204884.664771429 2226803.84863859 0 204884.664771429 533084.965447839
2007-01-28 1 26 28 2007 215813.592342857 2186446.35219776 0 215813.592342857 488174.442914247
2007-02-04 2 27 4 2007 115875.041354287 2260445.22223707 0 178698.874971429 709234.123049875
2007-02-11 2 28 11 2007 190747.097574285 2736521.8964281 0 302923.263957143 654232.139739003
2007-02-18 2 29 18 2007 285248.550057143 2685306.01885017 0 285248.550057143 713711.385130157
2007-02-25 2 30 25 2007 280559.6236 2361060.74619088 0 280559.6236 635012.147388424
2007-03-04 3 31 4 2007 443602.929571429 2229306.01856196 0 281602.929571429 733595.949342857
2007-03-11 3 32 11 2007 276483.055362058 3916029.3661566 0 323233.932642857 1294430.57395714
2007-03-18 3 33 18 2007 245670.5917603 3332328.75208854 0 311644.509085714 1539609.46071429
2007-03-25 3 34 25 2007 227176.536167618 1391113.63865609 0 285928.802014286 2164367.25822858
2007-04-01 4 35 1 2007 420118.583081452 1091005.380775 0 248641.522628571 1378543.64682857
2007-04-08 4 36 8 2007 245422.347942857 2842756.4062 91300 245422.347942857 1312903.50565715
2007-04-15 4 37 15 2007 233091.188714286 1375805.5783393 91300 233091.188714286 1202333.9074
2007-04-22 4 38 22 2007 214144.986985714 1380143.72324157 91300 214144.986985714 1185677.69781429
2007-04-29 4 39 29 2007 174413.445992855 1212405.50478297 91300 243673.008785714 1748439.12888572
2007-05-06 5 40 6 2007 92956.5726534889 730370.404200003 0 45809.786228571 1572443.1542
2007-05-13 5 41 13 2007 87069.0857971429 1385604.25045456 485510.804041807 37929.4542428574 2152094.82795714
2007-05-20 5 42 20 2007 99103.0053014287 748120.107983591 898643.041227294 26274.5761285713 1964720.24904286
2007-05-27 5 43 27 2007 107812.825038572 373744.790158684 1217148.61095587 -5302.28901428595 1482427.27035715
2007-06-03 6 44 3 2007 97433.7157471422 1363883.58955057 1946448.89328579 22360.083495606 2309046.79547305
2007-06-10 6 45 10 2007 94660.0293014289 121483.25 2036014.72911436 133405.424847251 2171412.15614286
2007-06-17 6 46 17 2007 120066.513177143 591917.618236009 2110244.36385721 136327.958228571 2179890.07825029
2007-06-24 6 47 24 2007 130162.779442856 584864.25 2086950.09829044 153040.688485714 1815400.68299234
2007-07-01 7 48 1 2007 70322.2398314283 682737.975158643 1953431.33282788 145110.769714286 1351473.79768022
2007-07-08 7 49 8 2007 119085.488208572 1135624.7297099 1633114.8765735 151803.002314286 1286847.71787214
2007-07-15 7 50 15 2007 145189.558985714 1403207.36531141 1297193.48070637 119307.7899 1554232.9604638
2007-07-22 7 51 22 2007 144494.947291428 675044.111278764 1052151.06324404 121382.501014286 1298296.85010171
2007-07-29 7 52 29 2007 141615.343471428 1041024.99041359 136856.650828572 115192.086685714 465288.327914075
2007-08-05 8 1 5 2007 144254.748901429 751020.899139709 674996.926642645 97205.9677714285 1000064.33868571
2007-08-12 8 2 12 2007 142293.294005715 716594.304852512 438243.560900002 104766.960857143 760083.163471429
2007-08-19 8 3 19 2007 143688.071114285 618052.940967856 373077.041723941 100220.844342856 702370.52992394
2007-08-26 8 4 26 2007 143488.335541429 395015.426237148 171626.237974999 103370.596971429 509887.000503569
2007-09-02 9 5 2 2007 137602.780771428 322113.705560353 68587.4991376447 111721.011685714 302905.58630952
2007-09-09 9 6 9 2007 136131.044971429 581936.396042624 68690.0725046052 121517.377071429 146335.755471429
2007-09-16 9 7 16 2007 136062.615207144 945177.225351812 57100.6804724233 123034.732714285 149806.830471429
2007-09-23 9 8 23 2007 130494.415865715 1302262.35155995 31415.7637971397 140624.157342857 155545.013314286
2007-09-30 9 9 30 2007 129523.109907142 1456148.81399434 2401.59939986747 147256.8858 258469.329214285
2007-10-07 10 10 7 2007 129733.556225714 1758096.63591606 0 150956.060014286 265080.239485714
2007-10-14 10 11 14 2007 134782.482747143 1814762.20182536 0 132398.701328571 282552.639299999
2007-10-21 10 12 21 2007 128877.688304287 2105434.68455528 0 142815.893271429 307822.065299999
2007-10-28 10 13 28 2007 129433.060304286 2255731.27915615 0 151158.3741 321956.2827
2007-11-04 11 14 4 2007 131946.713645714 727057.404410355 0 148048.2909 317483.554628571
2007-11-11 11 15 11 2007 128849.52301 2844247.60220899 0 156850.937099999 388295.185042856
2007-11-18 11 16 18 2007 120659.571134285 1945141.10068092 0 174954.080828571 403482.625771429
2007-11-25 11 17 25 2007 127853.622005713 944687.977407141 0 154738.540028571 373932.868428571
2007-12-02 12 18 2 2007 118495.207111429 1211812.1973607 0 157457.879357143 1224856.2074233
2007-12-09 12 19 9 2007 121031.273680001 3237764.34571463 0 156714.077571429 394472.209785714
2007-12-16 12 20 16 2007 120505.653751428 3032454.0790112 0 161371.268485714 427376.967314286
2007-12-23 12 21 23 2007 121761.786207143 1695653.71621899 0 159943.169057143 401166.375857143
2007-12-30 12 22 30 2007 118712.992274286 1029610.46320643 0 155184.8211 400794.483228572
2008-01-06 1 23 6 2008 178828.319229368 2175868.00784604 0 167769.9474 630681.132071428
2008-01-13 1 24 13 2008 157914.077871429 2223270.36602172 0 157914.077871429 423091.469007801
2008-01-20 1 25 20 2008 150985.812171429 2104146.99081467 0 150985.812171429 404734.318247825
2008-01-27 1 26 27 2008 169271.435271429 2092482.34034871 0 169271.435271429 412810.272401492
2008-02-03 2 27 3 2008 214132.2608 2140352.90745595 0 164132.2608 735407.613883896
2008-02-10 2 28 10 2008 239257.798042857 2656892.27746288 0 239257.798042857 471892.721326191
2008-02-17 2 29 17 2008 235824.409 2409663.2988708 0 235824.409 433934.183115514
2008-02-24 2 30 24 2008 248913.336957143 1923931.20700031 0 248913.336957143 466680.3105
2008-03-02 3 31 2 2008 265796.645757144 1280888.5429611 0 265796.645757144 468734.203428572
2008-03-09 3 32 9 2008 259219.375757143 2657031.94568634 0 259219.375757143 555675.550771429
2008-03-16 3 33 16 2008 277871.941071429 1315792.19383991 0 277871.941071429 583114.844514286
2008-03-23 3 34 23 2008 256801.524085714 1303073.49322554 0 256801.524085714 539752.192142857
2008-03-30 3 35 30 2008 222541.0221 1286436.81669669 0 222541.0221 457928.0453
2008-04-06 4 36 6 2008 234277.221985714 1078413.85703741 0 234277.221985714 380369.450485715
2008-04-13 4 37 13 2008 285504.421214286 1155152.2145839 0 285504.421214286 574415.274528571
2008-04-20 4 38 20 2008 257392.598014286 1098667.67103004 0 257392.598014286 645089.554642857
2008-04-27 4 39 27 2008 303470.705414286 1252536.88909812 0 303470.705414286 714533.439357141
2008-05-04 5 40 4 2008 110527.494985714 1736547.45449309 0 173527.494985714 1332064.2683
2008-05-11 5 41 11 2008 72915.6188367319 1779666.74964286 0 171567.825214286 1655683.49964286
2008-05-18 5 42 18 2008 143159.885934697 1790039.25 0 281507.679557143 4165799.5428
2008-05-25 5 43 25 2008 228130.479942857 1790039.25 205441.354742855 228130.479942857 3422175.10475714
2008-06-01 6 44 1 2008 275731.810757143 1983057.95488572 1827488.14972857 275731.810757143 3028323.1336
2008-06-08 6 45 8 2008 299660.879957143 367284.084107146 2081749.20708571 299660.879957143 2571076.04365714
2008-06-15 6 46 15 2008 266979.221228571 121483.250000001 2152400 266979.221228571 2691181.50337143
2008-06-22 6 47 22 2008 204563.342314286 278049.873528585 2152400 204563.342314286 3011778.7712
2008-06-29 6 48 29 2008 165405.649371429 407364.250000001 2152400 165405.649371429 3263061.35137143
2008-07-06 7 49 6 2008 139134.5703 320576.90382003 2152400 139134.570299999 2214499.65202857
2008-07-13 7 50 13 2008 128253.489845714 577989.771862938 2152400 119910.765214286 1211264.49886588
2008-07-20 7 51 20 2008 210157.83852917 446498.560472473 1859550.33584638 182481.3549 726800.803738197
2008-07-27 7 52 27 2008 289722.437879637 1005294.10421305 715680.898041055 235614.587528571 797049.105794076
2008-08-03 8 1 3 2008 300831.75803082 667850.155753572 689425.982200002 177990.775585714 970304.716300002
2008-08-10 8 2 10 2008 137275.309638572 701384.086535712 713675.903885715 109116.7137 1020449.29095714
2008-08-17 8 3 17 2008 139072.731447144 702822.599189288 904795.324342857 106984.481914286 1224647.67452857
2008-08-24 8 4 24 2008 141145.062395713 713743.592874999 779543.023085719 105199.357628571 1092018.89051429
2008-08-31 8 5 31 2008 125055.935555714 564174.324389223 454654.603500001 140995.0665 770581.477742858
2008-09-07 9 6 7 2008 131677.953267143 497238.716836623 76459.3650702229 126906.468942857 416594.094985423
2008-09-14 9 7 14 2008 132408.862488572 499406.78653363 95721.2169170557 133297.213885714 250870.650171428
2008-09-21 9 8 21 2008 124912.927265715 764759.969767927 88008.9927437352 146336.555057143 248680.897714286
2008-09-28 9 9 28 2008 131612.498710001 1042914.37798528 73495.2015936645 154534.242471429 249133.129200001
2008-10-05 10 10 5 2008 136213.359035714 1266218.4598392 52627.9459627699 160161.350914286 377474.496522026
2008-10-12 10 11 12 2008 134315.573572856 1557687.76786105 15647.9171375697 161760.028885714 285170.821585715
2008-10-19 10 12 19 2008 140132.301884285 2029336.28714033 0 143720.356242857 323697.770614286
2008-10-26 10 13 26 2008 139907.971265714 2237549.78499028 0 145319.034214286 286957.929342857
2008-11-02 11 14 2 2008 129452.299977143 1083423.95964768 0 157394.408271429 379687.202099999
2008-11-09 11 15 9 2008 129762.316561429 2395529.63712655 0 160847.632028571 405521.634399999
2008-11-16 11 16 16 2008 129605.820665715 1308446.82814016 0 155644.986471429 497475.652885715
2008-11-23 11 17 23 2008 133198.482464285 1181732.06321364 0 148302.175242857 412803.241071428
2008-11-30 11 18 30 2008 132865.457611428 1187748.24197778 0 144341.182800001 387468.077457143
2008-12-07 12 19 7 2008 133211.573375715 3156857.64404818 0 145086.968057143 1175617.1963
2008-12-14 12 20 14 2008 133211.573375714 1454864.16121618 0 148206.968614286 355984.435471429
2008-12-21 12 21 21 2008 131924.498765714 1488458.21680195 0 151672.0932 362051.874571429
2008-12-28 12 22 28 2008 129950.151305715 1590735.55153506 0 160290.276557143 378786.423014286
2009-01-04 1 23 4 2009 413536.724584659 2372842.0975503 0 167299.864671429 593687.73572857
2009-01-11 1 24 11 2009 182715.404614286 2434730.90478827 0 182715.404614286 565110.456328571
2009-01-18 1 25 18 2009 167067.798514286 2471165.96179017 0 167067.798514286 426503.489428571
2009-01-25 1 26 25 2009 160347.797314286 2375209.79207383 0 160347.797314286 397250.558542857
2009-02-01 2 27 1 2009 151610.605671429 2317595.3583928 0 151610.605671429 613164.894965225
2009-02-08 2 28 8 2009 230887.548614286 2742098.87344894 0 230887.548614286 417144.573782234
2009-02-15 2 29 15 2009 225202.9195 2478408.6436307 0 225202.9195 395819.760242857
2009-02-22 2 30 22 2009 250825.403414286 2359841.08666694 0 250825.403414286 458236.622628571
2009-03-01 3 31 1 2009 287487.561042858 2140018.90763727 0 300487.561042858 512507.384385714
2009-03-08 3 32 8 2009 259782.681642857 4074365.27386654 0 259782.681642857 479375.321857142
2009-03-15 3 33 15 2009 280833.263914286 972026.95412911 0 280833.263914286 525493.2991
2009-03-22 3 34 22 2009 296316.241885714 858216.191546428 0 296316.241885714 696169.032057143
2009-03-29 3 35 29 2009 259364.169171429 812712.071846428 0 259364.169171429 617794.142028572
2009-04-05 4 36 5 2009 285893.098971429 705151.007403571 0 285893.098971429 523760.616257143
2009-04-12 4 37 12 2009 373346.420371429 762006.616675006 0 373346.420371429 926144.046757147
2009-04-19 4 38 19 2009 266358.570028571 933793.108617857 0 378358.570028571 1287769.56651428
2009-04-26 4 39 26 2009 349085.783591218 1014247.17330357 0 341039.637742858 1242333.20302857
2009-05-03 5 40 3 2009 165424.967874588 1790039.25 0 217663.701214285 1065452.9262
2009-05-10 5 41 10 2009 118827.287155345 1790039.25 0 139576.414542857 1339286.08777143
2009-05-17 5 42 17 2009 83391.8491217061 1790039.25 0 143450.134242857 1872701.05905714
2009-05-24 5 43 24 2009 156035.260457142 1790039.25 0 156035.260457143 2434433.33321428
2009-05-31 5 44 31 2009 156439.888628572 1790039.25 168570.6573 156439.888628571 2850245.08527143
2009-06-07 6 45 7 2009 389401.061271429 718940.465917304 547528.633899998 389401.061271429 1802760.85028571
2009-06-14 6 46 14 2009 333137.910728571 1656903.19603088 1397587.46794959 333137.910728571 1550913.53258572
2009-06-21 6 47 21 2009 253225.830342857 581899.165947578 1552428.85655884 253225.830342857 1335264.56845714
2009-06-28 6 48 28 2009 192329.290542857 669865.76752462 1369944.76734257 192329.290542857 952051.938042857
2009-07-05 7 49 5 2009 166746.476057143 1707043.34471429 429174.180271426 166746.476057143 644137.675328569
2009-07-12 7 50 12 2009 200811.116877859 1156396.90084655 297246.561671435 156837.0528 529833.200371434
2009-07-19 7 51 19 2009 294771.864718806 591030.838310861 182762.547042857 208248.632228571 466877.142828572
2009-07-26 7 52 26 2009 305587.697660476 1108818.1974636 195036.531171124 199084.994228571 533255.571428265
2009-08-02 8 1 2 2009 199305.159557143 679075.612303573 833941.710485709 199305.159557143 1113850.52705714
2009-08-09 8 2 9 2009 169055.2368 686909.703785717 653584.653485715 169055.2368 940622.499842858
2009-08-16 8 3 16 2009 147064.931221429 689517.597639284 521854.382028574 117534.566442857 812218.076500001
2009-08-23 8 4 23 2009 150123.245817143 578451.193640369 371315.940628573 109729.606371428 694841.493914288
2009-08-30 8 5 30 2009 139846.285304285 491346.899982959 309752.120676079 124698.865242857 647366.271518937
2009-09-06 9 6 6 2009 132212.102122857 515400.364614011 69811.5019381447 143476.389257143 304529.203590972
2009-09-13 9 7 13 2009 132893.226211429 658876.84994253 74892.1554652387 143518.042157143 238992.182754931
2009-09-20 9 8 20 2009 133962.912352857 752977.057618945 52684.6457129177 143012.256942857 213057.750857143
2009-09-27 9 9 27 2009 137089.656712857 909354.546117134 40697.7828817191 141812.256728571 217665.354985714
2009-10-04 10 10 4 2009 129437.820635714 1098682.40978047 10125.1613601502 175664.1636 255492.1386
2009-10-11 10 11 11 2009 130900.234120001 1636416.74060839 0 169543.170771429 233523.209057144
2009-10-18 10 12 18 2009 134754.119105715 2123895.22980251 0 153439.366242857 319796.282314286
2009-10-25 10 13 25 2009 135603.044877143 2153015.48489657 0 155654.903828571 298471.980985714
2009-11-01 11 14 1 2009 130987.705209999 928557.396897523 0 159840.028542857 360046.868014286
2009-11-08 11 15 8 2009 135923.177165715 2112369.90812234 0 146878.042757143 395699.483885714
2009-11-15 11 16 15 2009 135860.499468571 1185410.40992584 0 147697.216457143 363781.461657144
2009-11-22 11 17 22 2009 134883.044748571 1193222.53945509 0 150989.779028571 378921.299071429
2009-11-29 11 18 29 2009 131797.159899999 1110953.68280989 0 148435.067828571 368480.305471429
2009-12-06 12 19 6 2009 138683.971047142 3033529.35756246 0 129776.5521 864162.866414285
2009-12-13 12 20 13 2009 121154.050561428 1475050.76780464 0 167478.377014286 348504.764714286
2009-12-20 12 21 20 2009 126387.241578571 1544046.68795846 0 151340.853471429 409819.816985713
2009-12-27 12 22 27 2009 140524.36078143 1522264.0725701 0 156569.284157143 345273.689757143
2010-01-03 1 23 3 2010 440084.000971429 2640131.44726477 0 190084.000971429 406692.674531405
2010-01-10 1 24 10 2010 215038.055014286 2696045.23363841 0 215038.055014286 394656.589114285
2010-01-17 1 25 17 2010 236507.149757143 2882333.93759497 0 236507.149757143 444671.804657142
2010-01-24 1 26 24 2010 234537.562628571 2763066.80065912 0 234537.562628571 391094.274428571
2010-01-31 1 27 31 2010 222729.957214286 2678937.54456726 0 222729.957214286 393038.076428571
2010-02-07 2 28 7 2010 304012.189771429 3123387.98128383 0 304012.189771429 577706.945611429
2010-02-14 2 29 14 2010 324063.102442857 2969754.26594732 0 324063.102442857 460225.060999999
2010-02-21 2 30 21 2010 300435.990785714 1652677.13196312 0 300435.990785713 423246.203157143
2010-02-28 2 31 28 2010 312654.174785714 766768.818228927 0 312654.174785714 393401.908571428
2010-03-07 3 32 7 2010 303131.121457143 2317598.17287857 0 316131.121457144 452759.118757143
2010-03-14 3 33 14 2010 311775.4182 794006.016371424 0 311775.4182 476096.643585714
2010-03-21 3 34 21 2010 301733.102357143 852259.075214284 0 301733.102357143 490514.4974
2010-03-28 3 35 28 2010 295743.018642857 986824.40915714 0 295743.018642857 588012.318528572
2010-04-04 4 36 4 2010 263575.078457143 694857.286557143 0 263575.078457143 447523.908428571
2010-04-11 4 37 11 2010 261198.962328571 629592.561621433 0 261198.962328571 397195.304400001
2010-04-18 4 38 18 2010 327244.511314286 1464085.30411649 0 327244.511314286 766544.009357138
2010-04-25 4 39 25 2010 308155.664928571 1881402.58807675 0 308155.664928571 1221689.2324
2010-05-02 5 40 2 2010 111390.01576 1785057.22279357 0 47666.3154857139 1005896.27617143
2010-05-09 5 41 9 2010 115079.272617143 1404903.95731166 0 68649.229768812 763292.87224286
2010-05-16 5 42 16 2010 87772.4247657149 1660214.16632857 0 128756.410047179 1536230.91632857
2010-05-23 5 43 23 2010 87261.4825257141 1575213.76301428 0 70784.161272589 1451230.51301428
2010-05-30 5 44 30 2010 46831.227371428 1790039.25 0 247602.130482849 1988896.83228571
2010-06-06 6 45 6 2010 387261.105017144 540497.25 62177.554742856 509137.281 2282776.80377142
2010-06-13 6 46 13 2010 302092.615928571 1566527.85631246 664900.050054005 302092.615928571 2038036.2642
2010-06-20 6 47 20 2010 245682.6885 1895700.79690941 1737749.18496829 245682.6885 2095156.2744
2010-06-27 6 48 27 2010 186432.429985713 601196.075446991 1957086.69400543 186432.429985713 1652591.40828171
2010-07-04 7 49 4 2010 171358.047128571 1421006.93 2024221.45144829 171358.047128571 1164026.69414286
2010-07-11 7 50 11 2010 247220.075369682 878016.105510145 1981252.49539923 220197.064114286 694529.590281881
2010-07-18 7 51 18 2010 334604.024638829 543865.061401406 1074862.18907512 220234.750071429 539966.289557146
2010-07-25 7 52 25 2010 311381.637005774 1065133.42427445 227143.630342613 215773.922828571 542082.019285469
2010-08-01 8 1 1 2010 152800.688442857 678046.686500001 837823.364071425 152800.688442857 1120390.03235714
2010-08-08 8 2 8 2010 148768.534831428 692050.861728573 739022.685271423 117219.194485714 1035454.25231428
2010-08-15 8 3 15 2010 149096.601005715 720182.932867858 578859.350885714 110564.647842858 901058.195257143
2010-08-22 8 4 22 2010 152842.386798571 567197.954855629 344987.340885713 103648.282971429 686933.393328571
2010-08-29 8 5 29 2010 142419.442788572 211817.405328844 63664.805114286 119508.120514286 326454.960909202
2010-09-05 9 6 5 2010 136169.524317142 611628.959821981 51571.4255558178 129373.9074 224408.828356669
2010-09-12 9 7 12 2010 128938.977571428 848517.317330675 79939.0399679653 152255.2338 201355.698873966
2010-09-19 9 8 19 2010 131956.432655714 1240409.05459651 169191.095487246 145832.753314286 302096.609810354
2010-09-26 9 9 26 2010 131765.424357144 1450315.02967583 210840.860810322 154746.473914286 442933.110806582
2010-10-03 10 10 3 2010 137669.623758572 1209127.89905647 223168.366055833 157455.895885715 459821.031422022
2010-10-10 10 11 10 2010 133812.565218571 1361373.71103603 206203.029881058 164072.756571429 302192.973385714
2010-10-17 10 12 17 2010 136720.929374286 1605905.59703577 151094.986620835 154962.6723 328505.705357142
2010-10-24 10 13 24 2010 138750.41734 1942672.45917642 86031.4953360641 153371.928214286 338563.888971428
2010-10-31 10 14 31 2010 122874.315331429 2302428.04489796 15251.415696553 178091.932628571 374144.949457142
2010-11-07 11 15 7 2010 130169.721592858 1866373.87212189 0 154865.4822 471660.338771428
2010-11-14 11 16 14 2010 131542.482168571 2196150.69028598 0 149516.059757143 469855.379771429
2010-11-21 11 17 21 2010 129884.300054285 801264.646010712 0 157424.160342857 430626.432271428
2010-11-28 11 18 28 2010 122569.654119999 959480.521374991 0 166240.690842857 399238.279971429
2010-12-05 12 19 5 2010 122461.356580001 3402131.46038972 0 158763.003557143 1064010.97058571
2010-12-12 12 20 12 2010 162271.782021429 3185534.15364436 0 199771.275342857 701195.481085715
2010-12-19 12 21 19 2010 194455.571914286 2130762.0543458 0 194455.571914286 512526.6788
2010-12-26 12 22 26 2010 196403.340857144 699914.24593848 0 196403.340857143 461135.934085715
2011-01-02 1 23 2 2011 235714.413414286 2381598.16529498 0 185714.413414286 1756751.88562977
2011-01-09 1 24 9 2011 219491.6006 1690119.17359863 0 169491.6006 557645.262146551
2011-01-16 1 25 16 2011 416140.891914286 1754945.91230642 0 366140.891914286 1332204.53568355
2011-01-23 1 26 23 2011 287800.373128571 2145697.80608378 0 237800.373128571 934484.886222556
2011-01-30 1 27 30 2011 249929.953142857 1893343.59160009 0 199929.953142857 746337.417944115
2011-02-06 2 28 6 2011 325882.761028571 3116732.53574755 0 263382.761028571 1901093.91091532
2011-02-13 2 29 13 2011 346413.673785714 1935317.70444182 0 283913.673785714 732942.365842857
2011-02-20 2 30 20 2011 332816.977142857 1852977.07012203 0 270316.977142857 677158.215385715
2011-02-27 2 31 27 2011 322054.661171429 1347484.79202197 0 259554.661171429 640653.423742857
2011-03-06 3 32 6 2011 394401.702785713 905979.780056752 0 331901.702785713 1474499.37182857
2011-03-13 3 33 13 2011 687249.358385714 3717293.81969115 0 624749.358385714 860354.2357
2011-03-20 3 34 20 2011 664945.222171428 3526957.21566286 0 602445.222171428 866189.608642858
2011-03-27 3 35 27 2011 662311.172114286 2960647.92943085 0 599811.172114286 992512.23657143
2011-04-03 4 36 3 2011 722989.860971429 2798811.36394643 0 665489.860971429 1640840.2485
2011-04-10 4 37 10 2011 577218.677914286 2635815.464001 0 519718.677914286 982035.886242861
2011-04-17 4 38 17 2011 662825.222128571 2343977.5147745 0 605325.222128571 981080.836485719
2011-04-24 4 39 24 2011 575418.678128571 2484850.88701254 0 520918.678128571 1021330.43871428
2011-05-01 5 40 1 2011 56129.741428572 1436091.99038847 0 435195.579668876 902318.351614284
2011-05-08 5 41 8 2011 119925.727910893 1759453.19231428 0 480859.889670589 1635469.94231428
2011-05-15 5 42 15 2011 261045.191703392 1790039.25 0 498045.191703392 3163341.95068572
2011-05-22 5 43 22 2011 640744.107342857 1790039.25 0 640744.107342857 3503404.16017143
2011-05-29 5 44 29 2011 638106.090342856 1790039.25 176134.725557141 638106.090342857 2901656.6147
2011-06-05 6 45 5 2011 761401.1277 1354313.79888571 791300 761401.1277 3408597.52724286
2011-06-12 6 46 12 2011 737496.330042858 123983.250000001 1163824.24071811 737496.330042858 3513953.40905332
2011-06-19 6 47 19 2011 611407.051328571 674602.186648365 1755421.77757143 611407.051328571 3627323.51871883
2011-06-26 6 48 26 2011 525877.779857143 52064.2500000003 2065162.85932857 525877.779857143 4512733.59204359
2011-07-03 7 49 3 2011 395159.078828571 52064.2500000006 2152400 395159.078828571 4950776.75237216
2011-07-10 7 50 10 2011 356943.534814286 52064.25 2152400 356943.534814286 4207699.99590343
2011-07-17 7 51 17 2011 340040.3913 24888.8817390799 2152400 340040.3913 3480936.67320996
2011-07-24 7 52 24 2011 264759.7167 1.41153577715158e-09 2152400 264759.7167 2294671.58777857
2011-08-07 8 1 7 2011 263933.230090611 2.91038304567337e-10 2152400 248104.507114286 1667838.634
2011-08-14 8 2 14 2011 281276.292327513 0 2139172.89758748 192523.670742857 1168088.46205525
2011-08-21 8 3 21 2011 299268.272010448 0 1738217.27950156 166849.616571429 1102340.49235715
2011-08-28 8 4 28 2011 143204.302432856 316618.091217339 950338.533685722 125272.088485714 849888.649342857
2011-09-04 9 5 4 2011 131685.490458572 648644.327755779 356212.983028574 145876.389685714 688862.504885716
2011-09-11 9 6 11 2011 131949.8872 474757.879907546 213279.597550835 150083.332585715 364595.367930854
2011-09-18 9 7 18 2011 125989.35721 466854.446379414 135851.586237513 167631.104314286 256012.429095625
2011-09-25 9 8 25 2011 126209.125844285 820851.171037533 123141.721192434 173482.345028571 373481.704496155
2011-10-02 10 9 2 2011 132174.416165714 961826.601441225 131624.265856072 188098.545985714 606570.592409966
2011-10-09 10 10 9 2011 133935.06623143 671519.522863824 152718.069894833 211703.839457143 347236.379171161
2011-10-16 10 11 16 2011 202431.110528572 895184.306544011 121010.792262035 202431.110528571 296643.220328571
2011-10-23 10 12 23 2011 180146.809028571 1140083.36682581 82637.1743950723 180146.809028571 334856.780871428
2011-10-30 10 13 30 2011 181380.528257143 1507963.94254101 26564.8870055676 181380.528257143 390915.633857142
2011-11-06 11 14 6 2011 169799.038585714 540497.25 0 169799.038585714 353368.519714285
2011-11-13 11 15 13 2011 169939.865057142 848485.717886105 2477.4986966718 169939.865057143 379173.199942857
2011-11-20 11 16 20 2011 164780.855871429 2658845.12303401 0 164780.855871429 371673.694471428
2011-11-27 11 17 27 2011 158862.177128571 1119780.29796321 0 158862.177128571 395062.789557142
2011-12-04 12 18 4 2011 195699.208499999 845319.83983215 0 195699.2085 375914.356385714
2011-12-11 12 19 11 2011 235620.537942857 3080397.1153115 0 235620.537942857 347941.458828571
2011-12-18 12 20 18 2011 239024.174914286 3373611.0503127 0 239024.174914286 353461.459814286
2011-12-25 12 21 25 2011 243669.465 3402625.25116869 0 243669.465 382410.225314286
2012-01-01 1 22 1 2012 520722.031814286 1188145.19102938 0 270722.031814286 564024.488711
2012-01-08 1 23 8 2012 303016.9137 2106874.20344599 0 303016.9137 722524.559802766
2012-01-15 1 24 15 2012 338164.027414286 2149324.45462594 0 338164.027414286 763319.513221762
2012-01-22 1 25 22 2012 377087.670728571 2619372.55408728 0 377087.670728571 826311.893361819
2012-01-29 1 26 29 2012 323468.4876 2469327.3233066 0 323468.4876 901457.293389081
2012-02-05 2 27 5 2012 539273.440171429 3151107.16353643 0 289273.440171429 833789.964077286
2012-02-12 2 28 12 2012 335311.368914286 2608369.92193565 0 335311.368914286 846411.468057143
2012-02-19 2 29 19 2012 336057.154171429 2563325.62919871 0 336057.154171429 906154.627485714
2012-02-26 2 30 26 2012 324602.606671429 2475871.27437959 0 324602.606671429 860541.718514286
2012-03-04 3 31 4 2012 418289.217114287 4109172.20638071 0 318289.217114287 1629266.75503064
2012-03-11 3 32 11 2012 377759.562214286 3136245.25652803 0 377759.562214286 1188398.30634286
2012-03-18 3 33 18 2012 434405.522742857 3469006.05306317 0 434405.522742857 1025637.22524286
2012-03-25 3 34 25 2012 494927.186442857 2193546.89982656 0 494927.186442857 1190667.56504286
