Long Lat CellID StnID WRIA_ID StnNum ConveyanceLoss GridArea GW_historical GW_Future ReturnFlow
-117.46875 51.21875 388953 ARROW NA 2 0.2 30.2210265524856 0.2 0.2 0
-118.46875 51.15625 388009 ARROW NA 2 0.2 30.2620375189652 0.2 0.2 0
-118.40625 51.15625 388010 ARROW NA 2 0.2 30.2620375189652 0.2 0.2 0
-118.34375 51.15625 388011 ARROW NA 2 0.2 30.2620375189652 0.2 0.2 0
-118.28125 51.15625 388012 ARROW NA 2 0.2 30.2620375189652 0.2 0.2 0
-118.21875 51.15625 388013 ARROW NA 2 0.2 30.2620375189652 0.2 0.2 0
-118.15625 51.15625 388014 ARROW NA 2 0.2 30.2620375189652 0.2 0.2 0
-118.03125 51.15625 388016 ARROW NA 2 0.2 30.2620375189652 0.2 0.2 0
-117.96875 51.15625 388017 ARROW NA 2 0.2 30.2620375189652 0.2 0.2 0
-117.90625 51.15625 388018 ARROW NA 2 0.2 30.2620375189652 0.2 0.2 0
-117.84375 51.15625 388019 ARROW NA 2 0.2 30.2620375189652 0.2 0.2 0
-117.78125 51.15625 388020 ARROW NA 2 0.2 30.2620375189652 0.2 0.2 0
-117.71875 51.15625 388021 ARROW NA 2 0.2 30.2620375189652 0.2 0.2 0
-117.65625 51.15625 388022 ARROW NA 2 0.2 30.2620375189652 0.2 0.2 0
-117.59375 51.15625 388023 ARROW NA 2 0.2 30.2620375189652 0.2 0.2 0
-117.53125 51.15625 388024 ARROW NA 2 0.2 30.2620375189652 0.2 0.2 0
-117.46875 51.15625 388025 ARROW NA 2 0.2 30.2620375189652 0.2 0.2 0
-118.46875 51.09375 387081 ARROW NA 2 0.2 30.303012476293 0.2 0.2 0
