"date" "month" "week" "day" "year" "TotalEnergyContent" "TotalECCEnergyContent" "FirmEnergyDeficit" "TotalCoordPreEnergy" "TotalNFEnergyContent" "NonFirmEnergyDeficit"
1986-04-06 4 36 6 1986 3254268.7352869 1136403.19982915 0 2699311.67947889 283263.100961542 219837.960521109
1986-04-13 4 37 13 1986 3881640.37138103 853135.638069062 0 3566459.03269997 312897.710875223 0
1986-04-20 4 38 20 1986 4076617.13287012 1239182.45092468 0 3617286.20564802 823536.095683601 0
1986-04-27 4 39 27 1986 4615683.04075046 1165423.57729412 0 2927307.88512071 757123.398821647 172460.010879293
1986-05-04 5 40 4 1986 4176356.02577314 1195042.62808191 0 3186466.72071408 771550.103009215 176776.60728592
1986-05-11 5 41 11 1986 3910361.29654402 661958.448713232 0 2213919.8702518 95722.4052346647 1149323.4577482
1986-05-18 5 42 18 1986 3745762.83573675 798898.300436309 0 2231049.95258371 1346.50399672196 1132193.37541629
1986-05-25 5 43 25 1986 3830632.12868935 392014.343131893 528749.654438729 1592185.02684127 0 1263308
1986-06-01 6 44 1 1986 5434146.4600225 801914.057925377 376351.645458419 1744583.03582158 0 1263308
1986-06-08 6 45 8 1986 11210469.4517001 555269.36633048 0 2542484.66168742 8577.90968799697 617994.290312577
1986-06-15 6 46 15 1986 7629427.83420894 863173.520744255 0 2864808.74717168 497116.439865309 295670.204828316
1986-06-22 6 47 22 1986 7123847.32087516 1450644.04529479 0 2317354.76225462 1266381.91875779 843124.189745382
1986-06-29 6 48 29 1986 14481212.1219823 33246.0555237937 0 2573329.09655355 33246.0555237937 587149.855446448
1986-07-06 7 49 6 1986 5661512.88250897 362945.273624192 0 2223852.6102539 362945.273624192 738300.749746101
1986-07-13 7 50 13 1986 5442969.48548481 101526.668223799 0 2880455.58740755 101526.668223799 81697.7725924472
1986-07-20 7 51 20 1986 5477062.51683582 197794.316453174 0 2139506.73759755 197794.316453174 822646.622402452
1986-07-27 7 52 27 1986 5330903.10223901 0 99255.1680340471 1975572.23756595 0 907868.8
1986-08-03 8 1 3 1986 4299472.0772259 209812.119572331 0 2315372.46736969 209812.119572331 521136.03663031
1986-08-10 8 2 10 1986 4838009.9974942 0 140139.609916191 1802379.96112381 0 913221.8
1986-08-17 8 3 17 1986 1185077.19459905 0 338216.599679339 1604302.97136066 0 913221.8
1986-08-24 8 4 24 1986 827758.870020656 16281.1222924162 284169.078503326 1616252.54517667 0 913221.8
1986-08-31 8 5 31 1986 540192.250217905 60675.9100645746 417446.682150985 1482974.94152902 0 913221.8
1986-09-07 9 6 7 1986 770429.143944657 240621.115909798 701542.302246899 1056548.1660731 0 998869.8
1986-09-14 9 7 14 1986 706465.681858151 364652.710491087 581989.086270515 1176101.38204948 0 998869.8
1986-09-21 9 8 21 1986 753327.599239006 434471.508019812 575662.46448932 1182428.00383068 5986.63770614733 998869.8
1986-09-28 9 9 28 1986 868416.533840297 511948.190447977 624812.009288843 1133278.45903116 24207.5570018397 998869.8
1986-10-05 10 10 5 1986 1222457.70028945 554950.760070952 492293.845371335 1151530.76582866 145448.460283369 1136977.2
1986-10-12 10 11 12 1986 1295573.83335821 407093.609945871 537349.967565831 1106474.64363417 69665.7971494056 1136977.2
1986-10-19 10 12 19 1986 1256656.30641592 345603.486512555 638492.071859996 1005332.53934 27737.063218607 1136977.2
1986-10-26 10 13 26 1986 1136176.99058875 300235.974024631 762995.536084916 880829.075115084 0 1136977.2
1986-11-02 11 14 2 1986 1241811.80079783 459136.174274108 750695.869454608 893128.741745392 32497.5389643243 1215131
1986-11-09 11 15 9 1986 1323123.23001356 156377.422285219 344084.532210166 1638528.32202983 913.369224892551 1215131
1986-11-16 11 16 16 1986 1361652.07510973 221617.675509595 626745.619301905 1355867.23493809 12313.8182018234 1117706.4
1986-11-23 11 17 23 1986 1374731.35302364 253766.037583793 919048.249309259 1063564.60493074 0 1117706.4
1986-11-30 11 18 30 1986 1449415.29312407 530558.353860651 687590.188617053 1295022.66562295 104932.497342245 1008505.2
1986-12-07 12 19 7 1986 1853964.58950758 706171.136224576 752033.860244475 1557339.25207553 223668.007206061 1008505.2
1986-12-14 12 20 14 1986 1808800.78394656 616266.490979021 486178.344069059 1823194.76825094 262729.341168331 1008505.2
1986-12-21 12 21 21 1986 1736269.3647597 376805.695304397 400887.643024561 1908485.46929544 127674.631576161 1008505.2
1986-12-28 12 22 28 1986 1771590.5238232 353993.188927763 381786.047738287 1927587.06458171 125014.361766743 1008505.2
1987-01-04 1 23 4 1987 2623195.97809693 3843257.19851985 885939.460760673 1413410.33075933 2808419.47614211 1020281.8
1987-01-11 1 24 11 1987 1774735.25801436 1853553.21529189 627597.395816074 1671752.39570393 1101859.50733845 1020281.8
1987-01-18 1 25 18 1987 1214641.26984951 399836.1444416 917689.640898013 1381660.15062199 60788.8465810816 1020281.8
1987-01-25 1 26 25 1987 1318631.75138158 245078.157384257 829477.476464814 1469872.31505519 4168.70694837212 1020281.8
1987-02-01 2 27 1 1987 1540118.63960878 305495.999001812 837580.598909113 1461769.19261089 4849.06674333403 1033129
1987-02-08 2 28 8 1987 1251775.26207872 2023997.74202334 223505.971043035 1915470.68767696 1548264.50015739 1103788.6
1987-02-15 2 29 15 1987 1204551.95169132 1265634.86781715 498592.34423429 1640384.31448571 662605.366927412 1033129
1987-02-22 2 30 22 1987 1312342.12590595 492086.037655008 567152.84685495 1571823.81186505 7025.21585044191 1033129
1987-03-01 3 31 1 1987 1132823.50092212 357667.612212644 925256.564059837 1213720.09466016 2363.96875417522 1033129
1987-03-08 3 32 8 1987 594530.350360522 323898.412493388 762889.570857351 1117485.41122265 9025.28407481101 1103788.6
1987-03-15 3 33 15 1987 799718.10052301 730899.009241057 176313.449047304 1704061.5330327 85832.6024069358 1103788.6
1987-03-22 3 34 22 1987 1032693.46830347 1050771.62623061 345921.873282174 1534453.10879783 321860.392970878 1126271.2
1987-03-29 3 35 29 1987 866233.482492052 765992.78412382 418028.600186295 1462346.3818937 152223.850263465 1126271.2
1987-04-05 4 36 5 1987 772405.864580617 190030.509379721 313406.643484875 1420627.85491512 0 1202283.8
1987-04-12 4 37 12 1987 1725008.0971476 662649.856748901 155947.979495489 1578086.51890451 121498.073067347 1202283.8
1987-04-19 4 38 19 1987 2416131.23509384 250230.084838995 0 2091445.32265834 84936.6797126729 1008322.57334166
1987-04-26 4 39 26 1987 3897896.47167025 408228.287153682 0 2123008.66207229 0 976759.233927714
1987-05-03 5 40 3 1987 6241429.45028315 3605705.82532656 0 2655807.06331886 3000702.89317378 707436.264681143
1987-05-10 5 41 10 1987 6060088.2200232 2548220.79818969 0 2639888.71944215 2068728.62250415 723354.608557853
1987-05-17 5 42 17 1987 11956611.7935507 1278601.01619577 0 2576195.58570082 724389.373796103 787047.742299183
1987-05-24 5 43 24 1987 8446221.09668273 904848.685694679 109250.877614175 2011683.80366582 260642.509481539 1263308
1987-05-31 5 44 31 1987 24380367.8909622 412152.436196901 636505.396235068 1484429.28504493 0 1263308
1987-06-07 6 45 7 1987 11025425.0712921 552460.022356182 596545.265481184 1502338.11003882 0 1082376.6
1987-06-14 6 46 14 1987 13069454.30267 368495.233021356 346003.18916442 1752880.18635558 0 1082376.6
1987-06-21 6 47 21 1987 13327721.8358102 184384.701470377 194335.505916579 1904547.86960342 0 1082376.6
1987-06-28 6 48 28 1987 6554488.35544922 730876.386984402 165662.752942278 1933220.62257772 684877.166742963 1082376.6
1987-07-05 7 49 5 1987 9766749.81742723 0 535311.366378228 1539516.03922177 0 907868.8
1987-07-12 7 50 12 1987 8760161.59407852 0 872947.492389039 1201879.91321096 0 907868.8
1987-07-19 7 51 19 1987 6524981.23234565 151545.341228334 213022.394061988 1861805.01153801 123011.461029861 907868.8
1987-07-26 7 52 26 1987 5679568.11071903 0 783290.25766328 1291537.14793672 0 907868.8
1987-08-02 8 1 2 1987 3659601.28890344 0 0 2185366.75373127 0 651141.750268733
1987-08-09 8 2 9 1987 2937056.2216665 0 433297.702003042 1509221.86903696 0 913221.8
1987-08-16 8 3 16 1987 1317087.33290517 0 484509.331819187 1458010.23922081 0 913221.8
1987-08-23 8 4 23 1987 1170374.63729444 16281.1222924162 263394.49462184 1637027.12905816 0 913221.8
1987-08-30 8 5 30 1987 943464.879807224 60677.6506889424 256107.849485056 1644313.77419494 0 913221.8
1987-09-06 9 6 6 1987 1160230.20035319 240638.174623803 767359.82484339 990730.64347661 0 998869.8
1987-09-13 9 7 13 1987 920460.718826503 314819.60120189 769548.787558537 988541.680761463 0 998869.8
1987-09-20 9 8 20 1987 877801.609680429 347564.127608382 773767.167467142 984323.300852858 0 998869.8
1987-09-27 9 9 27 1987 615891.863752668 283006.566894813 757252.690341678 1000837.77797832 0 998869.8
1987-10-04 10 10 4 1987 809420.09479079 347695.066293163 806059.857342473 837764.753857527 0 1136977.2
1987-10-11 10 11 11 1987 711421.805613214 305500.32592037 722224.336570501 921600.274629499 0 1136977.2
1987-10-18 10 12 18 1987 661809.772818218 292259.005167793 781234.384085617 862590.227114383 0 1136977.2
1987-10-25 10 13 25 1987 636381.835798993 310882.239836426 802098.630022796 841725.981177204 0 1136977.2
1987-11-01 11 14 1 1987 644315.916003064 311714.761889791 798558.36755769 845266.24364231 0 1215131
1987-11-08 11 15 8 1987 1015343.38584086 120305.146261907 385349.275610808 1597263.57862919 0 1215131
1987-11-15 11 16 15 1987 1020573.62743186 155313.669645469 881928.588303616 1100684.26593638 0 1117706.4
1987-11-22 11 17 22 1987 826450.586279431 162627.918502874 844372.730111131 1138240.12412887 0 1117706.4
1987-11-29 11 18 29 1987 723360.238389651 186549.163965937 973115.430163833 1009497.42407617 0 1008505.2
1987-12-06 12 19 6 1987 1004202.11736436 409266.036102773 369172.907761434 1940200.20455857 170296.32439192 1008505.2
1987-12-13 12 20 13 1987 1259354.01733712 560258.840638493 304064.822756063 2005308.28956394 286768.52533598 1008505.2
1987-12-20 12 21 20 1987 1439412.43090358 333627.595857921 744864.03733092 1564509.07498908 28756.2530343531 1008505.2
1987-12-27 12 22 27 1987 1274582.70069592 279546.00943531 534484.997252405 1774888.11506759 53144.3930681399 1008505.2
1988-01-03 1 23 3 1988 1831919.29379244 1617987.39250258 944237.038795585 1355112.75272441 669796.185955579 1020281.8
1988-01-10 1 24 10 1988 1041315.00807566 134407.493110068 1273766.67895571 1025583.11256429 0 1020281.8
1988-01-17 1 25 17 1988 1223664.4844425 282618.244459581 850472.460158355 1448877.33136164 3865.41125048829 1020281.8
1988-01-24 1 26 24 1988 1366223.78048922 250584.330223075 778043.435777173 1521306.35574283 4605.80601576263 1020281.8
1988-01-31 1 27 31 1988 1443702.59960707 207747.351763431 829721.457569465 1469628.33395054 4417.60540095191 1033129
1988-02-07 2 28 7 1988 1091112.85759493 1628877.09409514 106056.149527086 2032920.50919291 1298969.28231809 1103788.6
1988-02-14 2 29 14 1988 985013.55954239 427104.428010353 418271.782483003 1720704.876237 87715.4536090007 1033129
1988-02-21 2 30 21 1988 1026985.70505832 344480.0698813 1013295.86808372 1125680.79063628 0 1033129
1988-02-28 2 31 28 1988 727039.020738263 347826.752453513 1024436.30950548 1114540.34921452 0 1033129
1988-03-06 3 32 6 1988 373315.641990477 315568.676287362 852198.62116889 1028176.36091111 0 1103788.6
1988-03-13 3 33 13 1988 342607.157199824 294531.617654599 736005.910314333 1144369.07176567 0 1103788.6
1988-03-20 3 34 20 1988 291106.159464669 244576.645528729 807558.272681491 1072816.70939851 0 1126271.2
1988-03-27 3 35 27 1988 552596.256632775 364219.696233105 778481.226090469 1101893.75598953 0 1126271.2
1988-04-03 4 36 3 1988 554669.113661912 237768.136688802 308367.63436753 1425666.86403247 403.57330821815 1202283.8
1988-04-10 4 37 10 1988 806431.584625665 289628.927364983 704036.744160518 1029997.75423948 38081.5447579261 1202283.8
1988-04-17 4 38 17 1988 1461845.60460143 143992.536647484 826807.798323742 1089651.13863626 0 1202283.8
1988-04-24 4 39 24 1988 3858553.57160442 539901.944359408 212924.865440375 1703534.07151962 0 1202283.8
1988-05-01 5 40 1 1988 3922050.6228881 2504688.98528128 0 2817296.81439178 2187737.75255204 545946.513608222
1988-05-08 5 41 8 1988 2919994.32095413 1557907.43076989 0 2477706.84505009 1129312.11135596 885536.482949914
1988-05-15 5 42 15 1988 2676008.62833693 412540.922394614 883404.572237038 1237530.10904296 0 1263308
1988-05-22 5 43 22 1988 4275914.89850173 677376.204741369 262610.867569612 1858323.81371039 0 1263308
1988-05-29 5 44 29 1988 5622422.43863655 814805.479334861 188959.590013538 1931975.09126646 0 1263308
1988-06-05 6 45 5 1988 4622951.54719872 604407.468266557 0 2689890.58474032 49943.1745107805 470588.367259677
1988-06-12 6 46 12 1988 4243251.96779433 333677.137697567 0 2116459.37270178 0 1044019.57929822
1988-06-19 6 47 19 1988 3990384.15408222 709200.763710403 0 2271191.81479103 524800.242246387 889287.137208971
1988-06-26 6 48 26 1988 3791915.65375188 0 350136.026109469 1748747.34941053 0 1082376.6
1988-07-03 7 49 3 1988 4436522.69350557 49085.0159336524 198283.513091633 1876543.89250837 18663.2256102798 907868.8
1988-07-10 7 50 10 1988 6901200.19527685 0 366395.076022001 1708432.329578 0 907868.8
1988-07-17 7 51 17 1988 5225100.8306904 0 375506.93745794 1699320.46814206 0 907868.8
1988-07-24 7 52 24 1988 4637812.3840095 0 375953.711077715 1698873.69452229 0 907868.8
1988-07-31 7 52 31 1988 4621547.5038716 0 1146727.75774339 928099.647856609 0 907868.8
1988-08-07 8 1 7 1988 2801109.81428895 0 716100.859887477 1226418.71115252 0 913221.8
1988-08-14 8 2 14 1988 1126322.01992704 0 587609.971480918 1354909.59955908 0 913221.8
1988-08-21 8 3 21 1988 66145.2087511517 0 993441.771172523 949077.799867477 0 913221.8
1988-08-28 8 4 28 1988 39139.3453225207 16281.1222924162 749807.756822612 1150613.86685739 0 913221.8
1988-09-04 9 5 4 1988 79367.3686133228 60673.6783738696 751924.657898127 1148496.96578187 0 913221.8
1988-09-11 9 6 11 1988 592392.355096494 220800.097287801 869240.645309715 888849.823010285 0 998869.8
1988-09-18 9 7 18 1988 522369.293869832 322142.796296283 869342.336004823 888748.132315177 0 998869.8
1988-09-25 9 8 25 1988 795960.498518513 479603.4118295 940818.80911977 817271.65920023 0 998869.8
1988-10-02 10 9 2 1988 931003.921615651 581287.560055271 819312.137919161 938778.330400839 0 998869.8
1988-10-09 10 10 9 1988 1021949.88495937 424861.377712956 749649.441904959 894175.169295041 0 1136977.2
1988-10-16 10 11 16 1988 953377.747562019 293796.326165309 828182.446065328 815642.165134672 0 1136977.2
1988-10-23 10 12 23 1988 1252843.4330285 575613.732015815 930284.810440761 713539.800759239 0 1136977.2
1988-10-30 10 13 30 1988 1010962.24360001 349150.981880218 627493.761824141 1016330.84937586 13012.5054903771 1136977.2
1988-11-06 11 14 6 1988 1062048.82609969 384197.359123824 830782.835096724 813041.776103276 0 1215131
1988-11-13 11 15 13 1988 1449837.07365064 321176.86453939 0 1988922.59785309 134425.895596326 1189191.42614691
1988-11-20 11 16 20 1988 1434452.76414 213460.847187051 765753.83152228 1216859.02271772 5461.60154432853 1117706.4
1988-11-27 11 17 27 1988 1290632.11820693 203490.122887849 908111.148180044 1074501.70605996 0 1117706.4
1988-12-04 12 18 4 1988 1067052.33071826 241268.723921485 874514.520612611 1108098.33362739 0 1008505.2
1988-12-11 12 19 11 1988 1415625.02168835 553790.591174874 125791.66627828 2183581.44604172 434989.73413193 1008505.2
1988-12-18 12 20 18 1988 1463321.6770362 465502.63352559 144848.45382905 2164524.65849095 352640.603995869 1008505.2
1988-12-25 12 21 25 1988 1676065.99243419 230936.079728784 1099109.99771518 1210263.11460482 0 1008505.2
1989-01-01 1 22 1 1989 1201935.19317276 219332.480958996 1012718.71440693 1296654.39791307 0 1008505.2
1989-01-08 1 23 8 1989 1456197.22353486 2424278.06945431 903635.025772009 1395714.76574799 1502415.67769501 1020281.8
1989-01-15 1 24 15 1989 415479.917529673 408139.520950693 1042390.58949252 1256959.20202748 0 1020281.8
1989-01-22 1 25 22 1989 910567.658663777 116252.739483101 768693.7416727 1530656.0498473 18020.114310759 1020281.8
1989-01-29 1 26 29 1989 1036782.7832019 169002.192509496 697978.137160849 1601371.65435915 26428.2330793232 1020281.8
1989-02-05 2 27 5 1989 1259935.05124718 152016.939455072 753222.994240259 1546126.79727974 0 1033129
1989-02-12 2 28 12 1989 856107.522877065 596203.194909861 66303.169357507 2072673.48936249 489779.88799883 1103788.6
1989-02-19 2 29 19 1989 686820.421659195 74059.2790887304 793380.501826766 1345596.15689323 0 1033129
1989-02-26 2 30 26 1989 434730.17203824 245301.086940747 937121.730250883 1201854.92846912 0 1033129
1989-03-05 3 31 5 1989 545526.43108472 242414.604926238 978465.477545588 1160511.18117441 0 1033129
1989-03-12 3 32 12 1989 190183.371596036 166865.272976105 926933.493830289 953441.488249711 0 1103788.6
1989-03-19 3 33 19 1989 324864.304007819 278685.913885148 18908.326723695 1861466.6553563 22280.4685821831 1103788.6
1989-03-26 3 34 26 1989 329489.842895514 239301.774309083 191622.650758345 1688752.33132165 15249.5874883821 1126271.2
1989-04-02 4 35 2 1989 457636.789586596 302600.111328449 243893.658306038 1636481.32377396 15613.1512229875 1126271.2
1989-04-09 4 36 9 1989 712387.524215428 145615.787368744 0 1833929.49340774 18299.2533212977 1085220.14659226
1989-04-16 4 37 16 1989 1508372.86566044 328447.671417119 0 2744711.4572952 18300.0365800776 174438.182704798
1989-04-23 4 38 23 1989 2393182.59218982 795838.658009057 0 3334551.5625409 381309.22081718 0
1989-04-30 4 39 30 1989 3229671.36225263 1266883.51029124 0 4156878.20205651 921532.641559348 0
1989-05-07 5 40 7 1989 5502788.89021426 2770885.33097273 0 3039281.08814592 2150432.95020343 323962.239854083
1989-05-14 5 41 14 1989 7043761.12133534 2146361.57458835 0 3055102.32393213 1291524.14059003 308141.004067868
1989-05-21 5 42 21 1989 8043171.63417809 2785419.72567656 0 3018790.41772024 1931216.3409632 344452.910279761
1989-05-28 5 43 28 1989 6817955.61240895 1041918.27796197 0 3190966.95960232 295620.714281255 172276.368397682
1989-06-04 6 44 4 1989 8949891.55269906 797515.376653934 291918.201103364 1829016.48017664 0 1263308
1989-06-11 6 45 11 1989 24056109.7632032 591697.795048292 0 2446591.65628218 0 713887.295717816
1989-06-18 6 46 18 1989 18580334.4980229 1176739.3570572 0 2770867.7393137 518946.548354812 389611.212686303
1989-06-25 6 47 25 1989 8110689.20062415 918983.791437827 0 2952521.59977107 718669.089671873 207957.352228935
1989-07-02 7 48 2 1989 6225816.66140905 214576.028005797 0 2388649.30785285 214576.028005797 771829.64414715
1989-07-09 7 49 9 1989 6338072.05452787 275588.459588227 0 2830017.78717592 275588.459588227 132135.572824078
1989-07-16 7 50 16 1989 6401882.9330342 123541.866483061 0 2166899.8645809 123541.866483061 795253.4954191
1989-07-23 7 51 23 1989 6551960.59515616 204921.88655873 0 2247190.15243877 204921.88655873 714963.207561234
1989-07-30 7 52 30 1989 6256850.59452866 266971.752161686 220247.096171351 1854580.30942865 248945.585890246 907868.8
1989-08-06 8 1 6 1989 11334642.4777845 356874.388420945 0 2177319.06285684 356874.388420945 659189.441143161
1989-08-13 8 2 13 1989 5108425.65286456 0 128571.744492419 1813947.82654758 0 913221.8
1989-08-20 8 3 20 1989 1948204.49515355 0 165201.731387173 1777317.83965283 0 913221.8
1989-08-27 8 4 27 1989 1779574.9894013 27120.787963424 0 2713961.30913122 10839.6656710077 80866.0588687782
1989-09-03 9 5 3 1989 1590597.61783306 82331.8269688897 0 2962940.34583494 21658.1485950202 0
1989-09-10 9 6 10 1989 1802438.9634614 318531.467985205 0 2110901.94146062 168592.994978405 628651.490539384
1989-09-17 9 7 17 1989 1969029.9925964 510412.485680466 567813.214901934 1190277.25341807 92107.7336645233 998869.8
1989-09-24 9 8 24 1989 1827802.43365668 445819.135023884 665105.317278905 1092985.1510411 94934.0404686389 998869.8
1989-10-01 10 9 1 1989 1457276.48652556 396292.603399257 678418.747240017 1079671.72107998 66340.2274733332 998869.8
1989-10-08 10 10 8 1989 1303139.59622905 329928.165028574 700033.368092401 943791.243107599 18738.4501878649 1136977.2
1989-10-15 10 11 15 1989 1359896.58986998 379507.626195524 706286.912336493 937537.698863507 38954.2223134116 1136977.2
1989-10-22 10 12 22 1989 1367389.81663477 446956.047554465 744807.561816889 899017.049383111 42873.9715007896 1136977.2
1989-10-29 10 13 29 1989 1403921.18323203 510070.972595814 608328.853016226 1035495.75818377 101315.912210298 1136977.2
1989-11-05 11 14 5 1989 1368398.87717265 457237.079276341 449158.0927851 1194666.5184149 106702.168106737 1215131
1989-11-12 11 15 12 1989 2156443.61931878 595957.893044472 237057.010680414 1745555.84355959 290114.16891152 1215131
1989-11-19 11 16 19 1989 2663751.15659971 1021221.53036687 283766.416449736 1698846.43779026 414880.294119247 1117706.4
1989-11-26 11 17 26 1989 2930438.1465167 946983.439911885 370912.527808068 1611700.32643193 455872.335145166 1117706.4
1989-12-03 12 18 3 1989 2923113.58661031 700916.005542415 712221.520939409 1270391.33330059 247716.529262339 1008505.2
1989-12-10 12 19 10 1989 3450826.84689985 1057669.67042964 0 2413553.76263622 764355.987608277 881459.469363782
1989-12-17 12 20 17 1989 3555080.03286998 988114.80273142 58043.6813329486 2251329.43098705 546633.040985723 1008505.2
1989-12-24 12 21 24 1989 3664991.60218578 673048.883575088 418975.267701888 1890397.84461811 244214.433974188 1008505.2
1989-12-31 12 22 31 1989 3598464.94392745 626469.051378113 806182.428399946 1503190.68392005 162181.846219204 1008505.2
1990-01-07 1 23 7 1990 4103182.30566183 6447870.84616631 844078.204000021 1455271.58751998 5368447.86496673 1020281.8
1990-01-14 1 24 14 1990 3680117.73092472 4760318.48108967 334153.727985618 1965196.06353438 3919074.81919774 1020281.8
1990-01-21 1 25 21 1990 3591202.11466222 3902516.57171847 465469.912979449 1833879.87854055 2714500.03759699 1020281.8
1990-01-28 1 26 28 1990 2895154.33026737 2062961.88380235 172404.432706388 2126945.35881361 1147557.87348796 1020281.8
1990-02-04 2 27 4 1990 1909909.44285841 542132.330180019 574574.065615681 1724775.72590432 52817.0468921555 1033129
1990-02-11 2 28 11 1990 1796909.62042202 1185013.89271045 0 2140762.38106641 766030.445133801 1080824.89093359
1990-02-18 2 29 18 1990 1617967.77594993 553882.797403322 398236.716221405 1740739.94249859 50275.5251261372 1033129
1990-02-25 2 30 25 1990 1442206.90433574 434172.664117374 836799.427611219 1302177.23110878 0 1033129
1990-03-04 3 31 4 1990 1239447.62750362 461371.294915742 979402.841176392 1159573.81754361 0 1033129
1990-03-11 3 32 11 1990 598034.176601588 335917.195032948 614000.30745269 1266374.67462731 0 1103788.6
1990-03-18 3 33 18 1990 426316.747356865 361518.018127435 478254.410915855 1402120.57116414 0 1103788.6
1990-03-25 3 34 25 1990 406916.243227035 348612.553186205 518318.501196356 1362056.48088364 0 1126271.2
1990-04-01 4 35 1 1990 565570.904127794 477129.174220458 246096.806247768 1634278.17583223 0 1126271.2
1990-04-08 4 36 8 1990 1466246.04466115 663434.416563531 0 2042039.96940681 0 877109.670593193
1990-04-15 4 37 15 1990 2060966.88648338 540747.870732221 0 4092150.39326351 0 0
1990-04-22 4 38 22 1990 2666317.7403523 616990.462961173 0 3471063.7278342 107377.724099585 0
1990-04-29 4 39 29 1990 3630132.24782662 751731.998251607 0 3969540.07182885 233325.3796448 0
1990-05-06 5 40 6 1990 4829019.06775288 2061533.64239727 0 2941966.40100118 1670938.45801127 421276.926998815
1990-05-13 5 41 13 1990 4050336.00609065 918038.242807301 0 2713189.9332002 499941.369284412 650053.394799798
1990-05-20 5 42 20 1990 3694157.60967277 523452.811497711 0 2150986.99202129 9394.53187896054 1212256.33597871
1990-05-27 5 43 27 1990 4183597.44293568 432426.031428773 580915.026992288 1540019.65428771 0 1263308
1990-06-03 6 44 3 1990 5555943.29064836 857081.698071118 245755.676543323 1875179.00473668 9.33010843142433e-10 1263308
1990-06-10 6 45 10 1990 5192394.79624738 714728.883150688 0 2586207.56608161 110644.733718845 574271.385918387
1990-06-17 6 46 17 1990 5343794.86155273 941302.593336048 0 2438265.80540128 391371.165591398 722213.146598725
1990-06-24 6 47 24 1990 4795161.29667257 772046.127852497 0 2200636.87699119 441062.059706443 959842.075008815
1990-07-01 7 48 1 1990 4435504.16969381 435481.208748456 0 2425895.26167887 435481.208748456 734583.690321129
1990-07-08 7 49 8 1990 5625126.59687394 630640.367464722 0 3338438.48765496 630640.367464722 0
1990-07-15 7 50 15 1990 6537258.18873559 477897.967672382 0 2830751.26230654 477897.967672382 131402.097693464
1990-07-22 7 51 22 1990 7060186.57773121 248633.187281303 0 2709542.87130366 248633.187281303 252610.488696338
1990-07-29 7 52 29 1990 7004107.13479887 266971.752161686 0 2514167.80147396 266971.752161686 447985.558526041
1990-08-05 8 1 5 1990 5339694.93853084 1262364.37376313 0 3426342.03869442 1262364.37376313 0
1990-08-12 8 2 12 1990 3670847.02516785 631284.738765308 0 2854816.62565615 631284.738765308 0
1990-08-19 8 3 19 1990 1999279.65430097 0 0 2175509.57651053 0 660998.927489466
1990-08-26 8 4 26 1990 1785078.5377819 18706.9525558846 0 2337873.0004496 2406.90529473126 456954.367550399
1990-09-02 9 5 2 1990 1592152.39415804 82443.8345277351 0 2362471.61219396 21684.0785035438 432355.755806045
1990-09-09 9 6 9 1990 1804414.08691612 318933.365807828 142073.203418811 1616017.26490119 78701.9868481696 998869.8
1990-09-16 9 7 16 1990 1959645.208325 499621.583516579 641946.248921978 1116144.21939802 81338.6030088855 998869.8
1990-09-23 9 8 23 1990 1801181.26095571 440105.341315885 778990.240950886 979100.227369114 86938.2202227995 998869.8
1990-09-30 9 9 30 1990 1362493.47284764 382567.297237764 802226.865309836 955863.603010164 20876.6431331012 998869.8
1990-10-07 10 10 7 1990 1297774.9204966 393466.993098303 778870.388034045 864954.223165955 18419.1279063831 1136977.2
1990-10-14 10 11 14 1990 1382436.55802074 527626.882946521 774546.565941055 869278.045258945 52162.7925531829 1136977.2
1990-10-21 10 12 21 1990 1280673.7331476 464118.214588284 672158.957444113 971665.653755887 54435.8636631899 1136977.2
1990-10-28 10 13 28 1990 1206986.83259868 399977.346657935 671372.674707751 972451.936492249 32134.8955709404 1136977.2
1990-11-04 11 14 4 1990 1417547.51186563 623586.610072162 689441.205976815 954383.405223186 96274.7644511545 1215131
1990-11-11 11 15 11 1990 1714257.62159093 467833.785230977 133835.267665071 1848777.58657493 186230.061067346 1215131
1990-11-18 11 16 18 1990 2267037.99783598 731590.410509164 532948.527123666 1449664.32711633 218854.77238784 1117706.4
1990-11-25 11 17 25 1990 2482045.4960984 743634.428650022 466799.550624355 1515813.30361565 304638.51734263 1117706.4
1990-12-02 12 18 2 1990 3000646.43985439 1064641.53058788 358581.681243241 1624031.17299676 464062.142474182 1008505.2
1990-12-09 12 19 9 1990 3256232.19913527 902637.114235008 229622.637250066 2079750.47506993 530243.766706029 1008505.2
1990-12-16 12 20 16 1990 3212850.22361171 791986.970443394 0 2404434.77017027 531295.480727537 890578.461829729
1990-12-23 12 21 23 1990 3465438.53697919 591783.973986113 80552.5376741826 2228820.57464582 315465.912812255 1008505.2
1990-12-30 12 22 30 1990 3600314.79954548 557539.357595536 789085.812150063 1520287.30016994 155032.310417648 1008505.2
1991-01-06 1 23 6 1991 4311818.90552088 9003967.22794647 835308.527187722 1464041.26433228 7902778.17726485 1020281.8
1991-01-13 1 24 13 1991 3565766.76863184 6930032.64841757 497904.480756575 1801445.31076343 5993449.55542721 1020281.8
1991-01-20 1 25 20 1991 3075782.50306771 5312094.86593277 229260.932230421 2070088.85928958 4341040.41742667 1020281.8
