"date" "month" "week" "day" "year" "MICAA" "ARROW" "DUNCA" "CORRA" "LIBBY" "FLASF" "GCOUL" "DWORS" "BROWN" "FLAPO" "ALBEN" "CHELA" "JLAKE" "PALIS" "IPARK" "RIRDM" "BOISE" "PAYHS" "OWYHE" "PELTO"
1988-01-03 1 23 3 1988 19665947.7890822 6627300 934456 816730 3989400 2828612.09700949 9107400 2783889.24890614 1420000 1792000 1012260 1438893 847000 1401000 135205 59960 861000 610000 1050000 544797
1988-01-10 1 24 10 1988 19646895.2479243 6627300 844011 816730 4109400 2835724.19401899 9107400 2799778.49781229 1420000 1792000 1086320 1428500 847000 1401000 135205 59960 861000 610000 1050000 541606
1988-01-17 1 25 17 1988 19627843.0370065 6627300 753567 779185 4229400 2842836.29102848 9107400 2815667.74671844 1420000 1792000 1160380 1418107 847000 1401000 135205 59960 861000 610000 1050000 538415
1988-01-24 1 26 24 1988 19608790.8260887 6627300 663122 741641 4349400 2849948.38803798 9107400 2831556.99562458 1420000 1792000 1234440 1407713 847000 1401000 135205 59960 861000 610000 1050000 535225
1988-01-31 1 27 31 1988 19589738.2849309 6627300 572678 704096 4469400 2857060.48504747 9107400 2847446.24453073 1420000 1792000 1308500 1397320 847000 1401000 135205 59960 861000 610000 1050000 532034
1988-02-07 2 28 7 1988 19570686.0740131 6627300 482233 670000 4569400 2864955.4656671 9107400 2884288.40372729 1420000 1792000 1308500 1386927 847000 1401000 135205 59960 861000 610000 1050000 528843
1988-02-14 2 29 14 1988 19551633.8630953 6627300 391789 626375 4669400 2872850.44628672 9107400 2921130.56292385 1420000 1792000 1308500 1376533 847000 1401000 135205 59960 861000 610000 1050000 525652
1988-02-21 2 30 21 1988 19532581.6521775 6627300 301344 582750 4769400 2880745.42690635 9107400 2957972.72212041 1420000 1792000 1308500 1366140 847000 1401000 135205 59960 861000 610000 1050000 522461
1988-02-28 2 31 28 1988 19513529.1110196 6627300 210900 539125 4869400 2888640.40752597 9107400 2994814.88131698 1420000 1792000 1308500 1355747 847000 1401000 135205 63460 861000 610000 1055000 519270
1988-03-06 3 32 6 1988 19494476.9001018 6627300 182900 495500 4969400 2897469.24362728 8973050 3060853.68518921 1420000 1588262 1215925 1345353 847000 1401000 135205 83260 961000 610000 1070000 528045
1988-03-13 3 33 13 1988 19475424.689184 6627300 154900 413175 5069400 2906298.07972859 8838800 3126892.48906145 1420000 1386525 1123350 1334960 847000 1401000 135205 100500 961000 610000 1088000 536820
1988-03-20 3 34 20 1988 19456372.1480262 6627300 154900 330850 5219400 2915126.91582989 8704550 3192931.29293369 1420000 1184787 1030775 1324567 847000 1401000 135205 100500 961000 610000 1105000 545595
1988-03-27 3 35 27 1988 19437319.9371084 6627300 154900 248525 5369400 2923955.7519312 8570300 3258970.09680593 1420000 983050 938200 1314173 847000 1401000 135205 100500 961000 715226.740094234 1120000 554370
1988-04-03 4 36 3 1988 20075000 7327300 1424900 166200 5469400 2932407.15835363 8570300 3323873.08712533 1420000 781312 938200 1303780 847000 1401000 135205 100500 986398.687316293 709975.582274595 1120000 555345
1988-04-10 4 37 10 1988 20075000 7327300 1424900 191341 5569400 2940858.56477606 8570300 3388776.07744474 1420000 579575 938200 1293387 847000 1401000 135205 100500 988605.321873945 706300.07185409 1120000 556320
1988-04-17 4 38 17 1988 20075000 7327300 1424900 216482 5669400 2949564.83055624 8570300 3468000 1420000 719040 938200 1282993 847000 1401000 135205 100500 998865.484211962 711209.103673073 1120000 557295
1988-04-24 4 39 24 1988 20075000 7327300 1424900 241624 5769400 2958271.09633643 8570300 3468000 1420000 858505 938200 1272600 847000 1401000 135205 100500 1011000 725726.966659574 1120000 558270
1988-05-01 5 40 1 1988 20075000 7327300 1424900 266765 5869400 2980916.87706914 8570300 3468000 1420000 997970 1058560 1314040 843158.772763334 1390640.32654354 135205 100500 995600.957131726 735237.173150705 1120000 558270
1988-05-08 5 41 8 1988 20075000 7327300 1424900 291906 5869400 3003562.65780186 8570300 3468000 1420000 1137435 1178920 1355480 839109.572590555 1391531.48710867 135205 100500 985531.742226255 743698.306455191 1120000 558270
1988-05-15 5 42 15 1988 20075000 7327300 1424900 317047 5869400 3026208.43853457 9107400 3468000 1420000 1276901 1299280 1396920 833661.710408549 1365027.03716245 135205 100500 979069.53012435 753570.974911051 1120000 558270
1988-05-22 5 43 22 1988 20075000 7327300 1424900 342188 5869400 3048854.21926729 9107400 3468000 1420000 1416366 1419640 1438360 842213.032947589 1399085.21317904 135205 100500 973175.260182185 764455.009755039 1120000 558270
1988-05-29 5 44 29 1988 20075000 7327300 1424900 367329 5869400 3071500 9107400 3468000 1420000 1540911 1540000 1479800 829641.962677704 1361549.9151766 135205 100500 970079.249061874 773372.948073718 1120000 558270
1988-06-05 6 45 5 1988 20075000 7327300 1424900 392471 5869400 3071500 9107400 3468000 1420000 1540911 1540000 1512500 828204.576630555 1350309.31273089 135008.512886036 100500 974682.097913391 786708.313941521 1120000 558270
1988-06-12 6 46 12 1988 20075000 7327300 1424900 417612 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1545200 832545.54300919 1362334.32754958 135055.18981884 100500 979798.03275409 794298.261232938 1120000 558270
1988-06-19 6 47 19 1988 20075000 7327300 1424900 442753 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1577900 836600.687779592 1373961.78822694 135205 100500 989509.4602311 800452 1120000 558270
1988-06-26 6 48 26 1988 20075000 7327300 1424900 467894 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1610600 840978.554429417 1386307.67280778 135205 100500 1000672.22944544 800452 1120000 558270
1988-07-03 7 49 3 1988 20075000 7327300 1424900 493035 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1626950 844831.993511859 1395059.66222249 135205 100500 1011000 800452 1120000 558270
1988-07-10 7 50 10 1988 20075000 7327300 1424900 518176 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1643300 847000 1401000 135205 100500 1011000 800452 1120000 558270
1988-07-17 7 51 17 1988 20075000 7327300 1424900 543318 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1659650 847000 1401000 135205 100500 1011000 800452 1120000 558270
1988-07-24 7 52 24 1988 20075000 7327300 1424900 568459 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1676000 847000 1401000 135205 100500 1011000 800452 1120000 558270
1988-07-31 7 52 31 1988 20075000 7327300 1424900 568459 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1676000 847000 1401000 135205 100500 1011000 800452 1120000 558270
1988-08-07 8 1 7 1988 20075000 7327300 1424900 593600 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1668917 847000 1401000 135205 100500 1011000 800452 1120000 558270
1988-08-14 8 2 14 1988 20075000 7327300 1424900 638280 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1661833 847000 1401000 135205 100500 1011000 800452 1120000 558270
1988-08-21 8 3 21 1988 20075000 7327300 1424900 682960 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1654750 847000 1401000 135205 100500 1011000 800452 1120000 558270
1988-08-28 8 4 28 1988 20075000 7327300 1424900 727640 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1647667 847000 1401000 135205 100500 1011000 800452 1120000 558270
1988-09-04 9 5 4 1988 20075000 7327300 1424900 772320 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1640583 847000 1401000 135205 100500 1011000 800452 1120000 558270
1988-09-11 9 6 11 1988 20075000 7327300 1424900 817000 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1633500 847000 1401000 135205 100500 1011000 800452 1120000 558270
1988-09-18 9 7 18 1988 20075000 7327300 1424900 817000 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1617133 847000 1401000 135205 100500 1011000 800452 1120000 558270
1988-09-25 9 8 25 1988 20075000 7327300 1424900 817000 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1600767 847000 1401000 135205 100500 1011000 800452 1120000 557970
1988-10-02 10 9 2 1988 20075000 7327300 1424900 817000 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1584400 847000 1401000 135205 100500 1011000 800452 1050000 557670
1988-10-09 10 10 9 1988 20035000 7277300 1424900 817000 5869400 3051500 9107400 3328000 1420000 1792000 1493700 1574007 847000 1401000 135205 100500 1011000 800452 1050000 557370
1988-10-16 10 11 16 1988 19995000 7227300 1424900 817000 5869400 3031500 9107400 3188000 1420000 1792000 1447400 1563613 847000 1401000 135205 100500 1011000 800452 1050000 557070
1988-10-23 10 12 23 1988 19955000 7177300 1424900 817000 5869400 3011500 9107400 3048000 1420000 1792000 1401100 1553220 847000 1401000 135205 100500 1011000 800452 1050000 556770
1988-10-30 10 13 30 1988 19915000 7127300 1424900 817000 5869400 2991500 9107400 2908000 1420000 1792000 1354800 1542827 847000 1401000 135205 100500 1011000 800452 1050000 556470
1988-11-06 11 14 6 1988 19875000 7077300 1424900 817000 5869400 2971500 9107400 2768000 1420000 1792000 1308500 1532433 847000 1401000 135205 100500 711000 800452 1050000 556170
1988-11-13 11 15 13 1988 19875000 7077300 1424900 817000 5744400 2971500 9107400 2768000 1420000 1792000 1185067 1522040 847000 1401000 135205 59960 711000 800452 1050000 555870
1988-11-20 11 16 20 1988 19875000 7077300 1424900 817000 5619400 2971500 9107400 2768000 1420000 1792000 1061633 1511647 847000 1401000 135205 59960 711000 800452 1050000 555570
1988-11-27 11 17 27 1988 19875000 7077300 1424900 817000 5494400 2971500 9107400 2768000 1420000 1792000 938200 1501253 847000 1401000 135205 59960 711000 800452 1050000 555270
1988-12-04 12 18 4 1988 19875000 7077300 1424900 817000 5369400 2971500 9107400 2768000 1420000 1792000 938200 1490860 847000 1401000 135205 59960 711000 610000 1050000 554970
1988-12-11 12 19 11 1988 19827500 6964800 1324900 817000 4994400 2934000 9107400 2768000 1420000 1792000 938200 1480467 847000 1401000 135205 59960 711000 610000 1050000 554670
1988-12-18 12 20 18 1988 19780000 6852300 1224900 817000 4619400 2896500 9107400 2768000 1420000 1792000 938200 1470073 847000 1401000 135205 59960 711000 610000 1050000 554370
1988-12-25 12 21 25 1988 19732500 6739800 1124900 817000 4244400 2859000 9107400 2768000 1420000 1792000 938200 1459680 847000 1401000 135205 59960 711000 610000 1050000 551179
1989-01-01 1 22 1 1989 19685000 6627300 1024900 817000 3869400 2821500 9107400 2768000 1420000 1792000 938200 1449287 847000 1401000 135205 59960 711000 610000 1050000 547988
1989-01-08 1 23 8 1989 19401154 6404223 938604.37664039 816730 3989400 2773172.42240184 9107400 2678000 1420000 1792000 1012260 1438893 847000 1401000 128609.994987732 59960 861000 610000 1050000 544797
1989-01-15 1 24 15 1989 19117308 6181146 852307.753280779 816730 4109400 2724844.84480368 9107400 2588000 1420000 1792000 1086320 1428500 847000 1401000 130132.450706619 59960 859820.117538538 610000 1050000 541606
1989-01-22 1 25 22 1989 18833462 5958069 766012.129921169 779185 4229400 2676517.26720551 9107400 2498000 1420000 1792000 1160380 1418107 847000 1401000 131577.512576389 59960 858600.511407366 610000 1050000 538415
1989-01-29 1 26 29 1989 18549615 5734992 679715.506561558 741641 4349400 2628189.68960735 9107400 2408000 1420000 1792000 1234440 1407713 847000 1401000 133048.060974489 59960 858056.553760596 610000 1050000 535225
1989-02-05 2 27 5 1989 18265769 5511915 593419.883201948 704096 4469400 2579862.11200919 9107400 2318000 1420000 1792000 1308500 1397320 847000 1401000 133311.726280056 59960 859316.221040891 610000 1050000 532034
1989-02-12 2 28 12 1989 17981923 5288838 507123.259842338 670000 4569400 2525298.71794675 9107400 2223192.21960825 1326236.15530306 1792000 1308500 1386927 847000 1401000 132739.827089459 59960 860890.313770109 610000 1050000 528843
1989-02-19 2 29 19 1989 17698077 5065762 420827.636482727 626375 4669400 2470735.3238843 9107400 2128384.43921651 1232472.31060611 1792000 1308500 1376533 847000 1401000 132575.540475943 59960 861000 610000 1050000 525652
1989-02-26 2 30 26 1989 17414231 4842685 334531.013123117 582750 4769400 2416171.92982186 9107400 2033576.65882476 1138708.46590917 1792000 1308500 1366140 847000 1401000 132547.348016817 59960 861000 610000 1049458.15327103 522461
1989-03-05 3 31 5 1989 17130385 4619608 248235.389763506 539125 4869400 2361608.53575942 9107400 1938768.87843301 1044944.62121222 1792000 1308500 1355747 847000 1401000 132917.180097319 63460 861000 610000 1051737.55051834 519270
1989-03-12 3 32 12 1989 16846538 4396531 227495.048884188 495500 4969400 2301199.06376172 8830825.70054762 1911667.12941387 1030828.58226861 1588262 1215925 1345353 847000 1401000 132821.954866104 83260 887524.227082879 610000 1063890.05448516 528045
1989-03-19 3 33 19 1989 16562692 4173454 206754.70800487 413175 5069400 2240789.59176401 8554351.40109525 1884565.38039474 1016712.543325 1386525 1123350 1334960 847000 1401000 133310.382047276 100500 863518.470637618 610000 1080598.0824852 536820
1989-03-26 3 34 26 1989 16278846 3950377 206754.70800487 330850 5103878.87761862 2180380.11976631 8277877.10164287 1857463.6313756 1002596.50438138 1184787 1030775 1324567 847000 1401000 133559.369957471 100500 832937.803773609 610000 1096684.2119991 545595
1989-04-02 4 35 2 1989 15995000 3727300 206754.70800487 248525 5138357.75523724 2119970.64776861 8001402.80219049 1830361.88235646 988480.46543777 983050 938200 1314173 838262.849850269 1390515.41982032 134383.48308413 100500 818699.077316347 633956.891982007 1112656.48187412 554370
1989-04-09 4 36 9 1989 20075000 7327300 1424900 166200 5161343.67364965 2061509.86841599 7432637.73115518 1857422.19608253 974343.880818066 781312 938200 1303780 788055.943490679 1187229.55505953 133003.302795244 100500 803707.379126215 612042.294359676 1115569.08567942 555345
1989-04-16 4 37 16 1989 20075000 7327300 1424900 191341 5184329.59206207 2003049.08906338 6863872.66011987 1884482.50980861 960207.296198363 579575 938200 1293387 753798.77290848 1127794.535908 131772.263183732 100500 858741.063797313 603840.652084155 1118581.73624863 556320
1989-04-23 4 38 23 1989 20075000 7327300 1424900 216482 5207315.51047448 1974202.02428652 6295107.58908456 3468000 955366.323085322 719040 938200 1282993 747621.197454704 1124632.28244546 133972.840993585 100500 892656.80034358 623561.870418945 1120000 557295
1989-04-30 4 39 30 1989 20075000 7327300 1424900 241624 5230301.42888689 1945354.95950965 5726342.51804925 3468000 950525.349972282 858505 938200 1272600 738063.579596817 1105340.61166956 135205 100500 920335.447014042 643767.058539534 1120000 558270
1989-05-07 5 40 7 1989 20075000 7327300 1424900 266765 5869400 2170583.96760772 5726342.51804925 3468000 1420000 997970 1058560 1314040 727885.247249767 1070504.28033087 134188.08923937 100500 939406.570018098 671427.984114347 1120000 558270
1989-05-14 5 41 14 1989 20075000 7327300 1424900 291906 5869400 2395812.97570579 5726342.51804925 3468000 1420000 1137435 1178920 1355480 770358.798112271 1199214.80895385 135205 100500 978676.736688278 713689.435969561 1120000 558270
1989-05-21 5 42 21 1989 20075000 7327300 1424900 317047 5869400 2621041.98380386 9107400 3468000 1420000 1276901 1299280 1396920 777636.349757966 1204537.27241907 135205 100500 973454.522805873 735781.75859042 1120000 558270
1989-05-28 5 43 28 1989 20075000 7327300 1424900 342188 5869400 2846270.99190193 9107400 3468000 1420000 1416366 1419640 1438360 776403.570246857 1222894.66584099 135205 100500 969584.620021193 749337.039422656 1120000 558270
1989-06-04 6 44 4 1989 20075000 7327300 1424900 367329 5869400 3071500 9107400 3468000 1420000 1540911 1540000 1479800 787215.980977792 1246202.81516482 135205 100500 970974.572910474 764149.657593042 1120000 558270
1989-06-11 6 45 11 1989 20075000 7327300 1424900 392471 5869400 3071500 9107400 3468000 1420000 1540911 1540000 1512500 814735.165804496 1313982.71989697 134839.494204821 100500 974561.94545334 778921.603828185 1120000 558270
1989-06-18 6 46 18 1989 20075000 7327300 1424900 417612 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1545200 820510.5806427 1330140.80321922 134990.879816571 100500 981185.590798109 790758.048877007 1120000 558270
1989-06-25 6 47 25 1989 20075000 7327300 1424900 442753 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1577900 827546.843802059 1350421.79388535 135205 100500 991436.981269372 800452 1120000 558270
1989-07-02 7 48 2 1989 20075000 7327300 1424900 467894 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1610600 833344.866971437 1367681.47541031 135205 100500 1002111.58761086 800452 1120000 558270
1989-07-09 7 49 9 1989 20075000 7327300 1424900 493035 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1626950 840609.935126045 1383491.22224536 135205 100500 1011000 800452 1120000 558270
1989-07-16 7 50 16 1989 20075000 7327300 1424900 518176 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1643300 847000 1401000 135205 100500 1011000 800452 1120000 558270
1989-07-23 7 51 23 1989 20075000 7327300 1424900 543318 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1659650 847000 1401000 135205 100500 1011000 800452 1120000 558270
1989-07-30 7 52 30 1989 20075000 7327300 1424900 568459 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1676000 847000 1401000 135205 100500 1011000 800452 1120000 558270
