"date" "month" "week" "day" "year" "MICAA" "ARROW" "DUNCA" "CORRA" "LIBBY" "FLASF" "GCOUL" "DWORS" "BROWN" "FLAPO" "ALBEN" "CHELA" "JLAKE" "PALIS" "IPARK" "RIRDM" "BOISE" "PAYHS" "OWYHE" "PELTO"
1993-09-26 9 9 26 1993 20075000 7327300 1424900 817000 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1584400 847000 1401000 135205 100500 1011000 800452 1050000 557670
1993-10-03 10 10 3 1993 20035000 7277300 1424900 817000 5869400 3051500 9107400 3328000 1420000 1792000 1493700 1574007 847000 1401000 135205 100500 1011000 800452 1050000 557370
1993-10-10 10 11 10 1993 19995000 7227300 1424900 817000 5869400 3031500 9107400 3188000 1420000 1792000 1447400 1563613 847000 1401000 135205 100500 1011000 800452 1050000 557070
1993-10-17 10 12 17 1993 19955000 7177300 1424900 817000 5869400 3011500 9107400 3048000 1420000 1792000 1401100 1553220 847000 1401000 135205 100500 1011000 800452 1050000 556770
1993-10-24 10 13 24 1993 19915000 7127300 1424900 817000 5869400 2991500 9107400 2908000 1420000 1792000 1354800 1542827 847000 1401000 135205 100500 1011000 800452 1050000 556470
1993-10-31 10 14 31 1993 19875000 7077300 1424900 817000 5869400 2971500 9107400 2768000 1420000 1792000 1308500 1532433 847000 1401000 135205 100500 711000 800452 1050000 556170
1993-11-07 11 15 7 1993 19875000 7077300 1424900 817000 5744400 2971500 9107400 2768000 1420000 1792000 1185067 1522040 847000 1401000 135205 59960 711000 800452 1050000 555870
1993-11-14 11 16 14 1993 19875000 7077300 1424900 817000 5619400 2971500 9107400 2768000 1420000 1792000 1061633 1511647 847000 1401000 135205 59960 711000 800452 1050000 555570
1993-11-21 11 17 21 1993 19875000 7077300 1424900 817000 5494400 2971500 9107400 2768000 1420000 1792000 938200 1501253 847000 1401000 135205 59960 711000 800452 1050000 555270
1993-11-28 11 18 28 1993 19875000 7077300 1424900 817000 5369400 2971500 9107400 2768000 1420000 1792000 938200 1490860 847000 1401000 135205 59960 711000 610000 1050000 554970
1993-12-05 12 19 5 1993 19827500 6964800 1324900 817000 4994400 2934000 9107400 2768000 1420000 1792000 938200 1480467 847000 1401000 135205 59960 711000 610000 1050000 554670
1993-12-12 12 20 12 1993 19780000 6852300 1224900 817000 4619400 2896500 9107400 2768000 1420000 1792000 938200 1470073 847000 1401000 135205 59960 711000 610000 1050000 554370
1993-12-19 12 21 19 1993 19732500 6739800 1124900 817000 4244400 2859000 9107400 2768000 1420000 1792000 938200 1459680 847000 1401000 135205 59960 711000 610000 1050000 551179
1993-12-26 12 22 26 1993 19685000 6627300 1024900 817000 3869400 2821500 9107400 2768000 1420000 1792000 938200 1449287 847000 1401000 135205 59960 711000 610000 1050000 547988
1994-01-02 1 23 2 1994 19685000 6627300 949490.828299607 816730 3989400 2827349.25415281 9107400 2781080.56807559 1420000 1792000 1012260 1438893 847000 1401000 135205 59960 861000 610000 1050000 544797
1994-01-09 1 24 9 1994 19685000 6627300 874080.656599214 816730 4109400 2833198.50830562 9107400 2794161.13615118 1420000 1792000 1086320 1428500 847000 1401000 135205 59960 861000 610000 1050000 541606
1994-01-16 1 25 16 1994 19685000 6627300 798671.484898822 779185 4229400 2839047.76245842 9107400 2807241.70422677 1420000 1792000 1160380 1418107 847000 1401000 135251.013279766 59960 861000 610000 1050000 538415
1994-01-23 1 26 23 1994 19685000 6627300 723261.313198429 741641 4349400 2844897.01661123 9107400 2820322.27230236 1420000 1792000 1234440 1407713 847000 1401000 135205 59960 861000 610000 1050000 535225
1994-01-30 1 27 30 1994 19685000 6627300 647852.141498036 704096 4469400 2850746.27076404 9107400 2833402.84037795 1420000 1792000 1308500 1397320 847000 1401000 134932.17247159 59960 861000 610000 1050000 532034
1994-02-06 2 28 6 1994 19685000 6627300 572441.969797643 670000 4569400 2857224.60074315 9107400 2867344.73132557 1420000 1792000 1308500 1386927 847000 1401000 135152.518971299 59960 861000 610000 1050000 528843
1994-02-13 2 29 13 1994 19685000 6627300 497032.79809725 626375 4669400 2863702.93072226 9107400 2901286.62227319 1420000 1792000 1308500 1376533 847000 1401000 135205 59960 861000 610000 1050000 525652
1994-02-20 2 30 20 1994 19685000 6627300 421622.626396858 582750 4769400 2870181.26070137 9107400 2935228.51322081 1420000 1792000 1308500 1366140 847000 1401000 135205 59960 861000 610000 1049989.03071882 522461
1994-02-27 2 31 27 1994 19685000 6627300 346213.454696465 539125 4869400 2876659.59068049 9107400 2969170.40416843 1420000 1792000 1308500 1355747 847000 1401000 135205 63460 861000 610000 1054932.73352327 519270
1994-03-06 3 32 6 1994 19685000 6627300 344524.404220777 495500 4969400 2883950.34894352 8973050 3033988.04246216 1420000 1588262 1215925 1345353 847000 1401000 135205 83260 961000 610000 1069854.97154695 528045
1994-03-13 3 33 13 1994 19685000 6627300 342835.35374509 413175 5069400 2891241.10720656 8838800 3098805.6807559 1420000 1386525 1123350 1334960 847000 1401000 135205 100500 961000 610000 1087707.55106181 536820
1994-03-20 3 34 20 1994 19685000 6627300 342835.35374509 330850 5098280.90203495 2898531.86546959 8704550 3163623.31904963 1420000 1184787 1030775 1324567 847000 1401000 135205 100500 961000 610000 1104198.22970334 545595
1994-03-27 3 35 27 1994 19685000 6627300 342835.35374509 248525 5127161.8040699 2905822.62373263 8570300 3228440.95734337 1420000 983050 938200 1314173 847000 1401000 135205 100500 961000 706717.401009236 1119055.02306347 554370
1994-04-03 4 36 3 1994 20075000 7327300 1424900 166200 5146415.73875987 2912655.00085161 8570300 3296396.86160903 1420000 781312 938200 1303780 847000 1401000 135205 100500 1011000 705621.750090231 1119088.84072109 555345
1994-04-10 4 37 10 1994 20075000 7327300 1424900 191341 5165669.67344984 2919487.3779706 8570300 3364352.7658747 1420000 579575 938200 1293387 847000 1401000 135205 100500 1011000 705443.098860431 1119349.79792726 556320
1994-04-17 4 38 17 1994 20075000 7327300 1424900 216482 5184923.60813981 2926736.51737768 8570300 3468000 1420000 719040 938200 1282993 847000 1401000 135205 100500 1011000 707845.631947669 1119583.54378777 557295
1994-04-24 4 39 24 1994 20075000 7327300 1424900 241624 5204177.54282978 2933985.65678477 8570300 3468000 1420000 858505 938200 1272600 847000 1401000 135205 100500 1011000 725034.40505965 1119531.22473357 558270
1994-05-01 5 40 1 1994 20075000 7327300 1424900 266765 5869400 2961488.52542781 8570300 3468000 1420000 997970 1058560 1314040 847000 1401000 135205 100500 998892.24836693 738167.057866266 1119856.25606128 558270
1994-05-08 5 41 8 1994 20075000 7327300 1424900 291906 5869400 2988991.39407086 8570300 3468000 1420000 1137435 1178920 1355480 841236.271222487 1394083.52546698 135205 100500 991829.383611739 748846.676695458 1119978.67328137 558270
1994-05-15 5 42 15 1994 20075000 7327300 1424900 317047 5869400 3016494.26271391 9107400 3468000 1420000 1276901 1299280 1396920 847000 1401000 135205 100500 987924.246072897 759140.955064544 1119992.33340988 558270
1994-05-22 5 43 22 1994 20075000 7327300 1424900 342188 5869400 3043997.13135695 9107400 3468000 1420000 1416366 1419640 1438360 843080.800942564 1399432.32037703 135205 100500 986073.3585366 771493.503874633 1120000 558270
1994-05-29 5 44 29 1994 20075000 7327300 1424900 367329 5869400 3071500 9107400 3468000 1420000 1540911 1540000 1479800 832446.451717221 1367923.75390277 135205 100500 986290.664644911 780747.35700099 1120000 558270
1994-06-05 6 45 5 1994 20075000 7327300 1424900 392471 5869400 3071500 9107400 3468000 1420000 1540911 1540000 1512500 830949.663449317 1357712.72869664 134822.367220828 100500 987378.002872194 788310.974309367 1120000 558270
1994-06-12 6 46 12 1994 20075000 7327300 1424900 417612 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1545200 832945.387969828 1363403.91281929 134916.64161923 100500 990631.284572288 794032.591705733 1120000 558270
1994-06-19 6 47 19 1994 20075000 7327300 1424900 442753 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1577900 836616.825510757 1374003.74632797 135205 100500 997158.681771605 800452 1120000 558270
1994-06-26 6 48 26 1994 20075000 7327300 1424900 467894 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1610600 840375.291098961 1384835.71028146 135205 100500 1004129.51032333 800452 1120000 558270
1994-07-03 7 49 3 1994 20075000 7327300 1424900 493035 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1626950 843866.016166524 1392412.88429627 135205 100500 1011000 800452 1120000 558270
1994-07-10 7 50 10 1994 20075000 7327300 1424900 518176 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1643300 847000 1401000 135205 100500 1011000 800452 1120000 558270
1994-07-17 7 51 17 1994 20075000 7327300 1424900 543318 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1659650 847000 1401000 135205 100500 1011000 800452 1120000 558270
1994-07-24 7 52 24 1994 20075000 7327300 1424900 568459 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1676000 847000 1401000 135205 100500 1011000 800452 1120000 558270
1994-07-31 7 52 31 1994 20075000 7327300 1424900 568459 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1676000 847000 1401000 135205 100500 1011000 800452 1120000 558270
1994-08-07 8 1 7 1994 20075000 7327300 1424900 593600 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1668917 847000 1401000 135205 100500 1011000 800452 1120000 558270
1994-08-14 8 2 14 1994 20075000 7327300 1424900 638280 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1661833 847000 1401000 135205 100500 1011000 800452 1120000 558270
1994-08-21 8 3 21 1994 20075000 7327300 1424900 682960 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1654750 847000 1401000 135205 100500 1011000 800452 1120000 558270
1994-08-28 8 4 28 1994 20075000 7327300 1424900 727640 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1647667 847000 1401000 135205 100500 1011000 800452 1120000 558270
1994-09-04 9 5 4 1994 20075000 7327300 1424900 772320 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1640583 847000 1401000 135205 100500 1011000 800452 1120000 558270
1994-09-11 9 6 11 1994 20075000 7327300 1424900 817000 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1633500 847000 1401000 135205 100500 1011000 800452 1120000 558270
1994-09-18 9 7 18 1994 20075000 7327300 1424900 817000 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1617133 847000 1401000 135205 100500 1011000 800452 1120000 558270
1994-09-25 9 8 25 1994 20075000 7327300 1424900 817000 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1600767 847000 1401000 135205 100500 1011000 800452 1120000 557970
1994-10-02 10 9 2 1994 20075000 7327300 1424900 817000 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1584400 847000 1401000 135205 100500 1011000 800452 1050000 557670
1994-10-09 10 10 9 1994 20035000 7277300 1424900 817000 5869400 3051500 9107400 3328000 1420000 1792000 1493700 1574007 847000 1401000 135205 100500 1011000 800452 1050000 557370
1994-10-16 10 11 16 1994 19995000 7227300 1424900 817000 5869400 3031500 9107400 3188000 1420000 1792000 1447400 1563613 847000 1401000 135205 100500 1011000 800452 1050000 557070
1994-10-23 10 12 23 1994 19955000 7177300 1424900 817000 5869400 3011500 9107400 3048000 1420000 1792000 1401100 1553220 847000 1401000 135205 100500 1011000 800452 1050000 556770
1994-10-30 10 13 30 1994 19915000 7127300 1424900 817000 5869400 2991500 9107400 2908000 1420000 1792000 1354800 1542827 847000 1401000 135205 100500 1011000 800452 1050000 556470
1994-11-06 11 14 6 1994 19875000 7077300 1424900 817000 5869400 2971500 9107400 2768000 1420000 1792000 1308500 1532433 847000 1401000 135205 100500 711000 800452 1050000 556170
1994-11-13 11 15 13 1994 19875000 7077300 1424900 817000 5744400 2971500 9107400 2768000 1420000 1792000 1185067 1522040 847000 1401000 135205 59960 711000 800452 1050000 555870
1994-11-20 11 16 20 1994 19875000 7077300 1424900 817000 5619400 2971500 9107400 2768000 1420000 1792000 1061633 1511647 847000 1401000 135205 59960 711000 800452 1050000 555570
1994-11-27 11 17 27 1994 19875000 7077300 1424900 817000 5494400 2971500 9107400 2768000 1420000 1792000 938200 1501253 847000 1401000 135205 59960 711000 800452 1050000 555270
1994-12-04 12 18 4 1994 19875000 7077300 1424900 817000 5369400 2971500 9107400 2768000 1420000 1792000 938200 1490860 847000 1401000 135205 59960 711000 610000 1050000 554970
1994-12-11 12 19 11 1994 19827500 6964800 1324900 817000 4994400 2934000 9107400 2768000 1420000 1792000 938200 1480467 847000 1401000 135205 59960 711000 610000 1050000 554670
1994-12-18 12 20 18 1994 19780000 6852300 1224900 817000 4619400 2896500 9107400 2768000 1420000 1792000 938200 1470073 847000 1401000 135205 59960 711000 610000 1050000 554370
1994-12-25 12 21 25 1994 19732500 6739800 1124900 817000 4244400 2859000 9107400 2768000 1420000 1792000 938200 1459680 847000 1401000 135205 59960 711000 610000 1050000 551179
1995-01-01 1 22 1 1995 19685000 6627300 1024900 817000 3869400 2821500 9107400 2768000 1420000 1792000 938200 1449287 847000 1401000 135205 59960 711000 610000 1050000 547988
1995-01-08 1 23 8 1995 19401154 6404223 947439.008769378 816730 3932083.80318911 2800316.67920489 9107400 2733046.94232236 1420000 1792000 1012260 1438893 847000 1401000 119500 59960 821309.238072483 610000 1050000 544797
1995-01-15 1 24 15 1995 19117308 6181146 869977.017538757 816730 3994767.60637822 2779133.35840978 9107400 2698093.88464472 1420000 1792000 1086320 1428500 847000 1401000 119000 59960 810433.558061343 610000 1050000 541606
1995-01-22 1 25 22 1995 18833462 5958069 792516.026308135 779185 4057451.40956733 2757950.03761467 9107400 2663140.82696707 1420000 1792000 1160380 1418107 847000 1401000 118750 59960 793229.77048719 610000 1050000 538415
1995-01-29 1 26 29 1995 18549615 5734992 715054.035077514 741641 4120135.21275644 2736766.71681956 9107400 2628187.76928943 1420000 1792000 1234440 1407713 847000 1401000 118100 59960 766504.691722803 610000 1050000 535225
1995-02-05 2 27 5 1995 18265769 5511915 637593.043846892 704096 4182819.01594555 2715583.39602445 9107400 2593234.71161179 1420000 1792000 1308500 1397320 847000 1401000 117900 59960 769295.512845191 610000 1050000 532034
1995-02-12 2 28 12 1995 17981923 5288838 560131.05261627 670000 4229085.08143534 2691697.49750617 9054050.15346872 2575361.07540728 1320000 1792000 1308500 1386927 847000 1401000 117600 59960 755097.003707337 610000 1050000 528843
1995-02-19 2 29 19 1995 17698077 5065762 482670.061385649 626375 4275351.14692513 2667811.59898789 9000774.30117673 2557487.43920278 1220000 1792000 1308500 1376533 847000 1401000 117400 59960 770322.5803797 610000 1050000 525652
1995-02-26 2 30 26 1995 17414231 4842685 405208.070155027 582750 4321617.21241493 2643925.70046961 8947498.44888474 2539613.80299827 1120000 1792000 1308500 1366140 847000 1401000 117749.162129724 59960 744345.765287061 610000 1048506.43118086 522461
1995-03-05 3 31 5 1995 17130385 4619608 327747.078924406 539125 4367883.27790472 2620039.80195133 8894222.59659275 2521740.16679377 1020000 1792000 1308500 1355747 846677.437544407 1398483.24024169 118614.150420427 63460 713146.711821113 610000 1045974.43723666 519270
1995-03-12 3 32 12 1995 16846538 4396531 322467.344270818 495500 4414149.34339451 2593560.65095744 8256182.60818145 2557622.39837955 995000 1588262 1215925 1345353 847000 1401000 119162.494065685 83260 711443.152120922 610000 1050226.31927513 528045
1995-03-19 3 33 19 1995 16562692 4173454 317187.60961723 413175 4460415.4088843 2567081.49996355 7618168.62553086 2593504.62996534 970000 1386525 1123350 1334960 847000 1401000 120168.327784744 100500 704460.27517353 610000 1057776.12291484 536820
1995-03-26 3 34 26 1995 16278846 3950377 317187.60961723 330850 4460415.4088843 2540602.34896966 6980154.64288027 2629386.86155113 945000 1184787 1030775 1324567 817223.913421376 1284128.8601789 119870.651451017 100500 685856.764443902 610000 1065694.39881694 545595
1995-04-02 4 35 2 1995 15995000 3727300 317187.60961723 248525 4460415.4088843 2514123.19797577 6342140.66022967 2665269.09313692 920000 983050 938200 1314173 750674.824092295 1130024.47227689 120174.636011109 100500 666768.242141521 594703.26150176 1073934.1678174 554370
1995-04-09 4 36 9 1995 20075000 7327300 1424900 166200 4460415.4088843 2488735.45822666 5977369.80129967 2746133.72135183 894231.222997471 781312 938200 1303780 698299.521133012 957032.215977028 121309.563052057 100500 689307.058894879 571412.390923286 1075029.15164271 555345
1995-04-16 4 37 16 1995 20075000 7327300 1424900 191341 4460415.4088843 2463347.71847754 5612598.94236967 2826998.34956673 868462.445994942 579575 938200 1293387 661721.108689687 822684.12678939 121394.938022995 100274.846526637 680658.554158469 548154.477698616 1076944.00544134 556320
1995-04-23 4 38 23 1995 20075000 7327300 1424900 216482 4460415.4088843 2437687.58622494 5247828.08343966 3468000 842693.668992412 719040 938200 1282993 611320.586482726 696961.759448178 120785.938345196 100500 655552.392439641 523942.611981874 1079835.75928832 557295
1995-04-30 4 39 30 1995 20075000 7327300 1424900 241624 4460415.4088843 2412027.45397234 4883057.22450966 3468000 816924.891989883 858505 938200 1272600 573547.552162658 619158.50720886 121029.269944745 98548.9854958304 645027.567667508 510441.980531746 1082967.46016597 558270
1995-05-07 5 40 7 1995 20075000 7327300 1424900 266765 5869400 2543921.96317788 4883057.22450966 3468000 1420000 997970 1058560 1314040 573249.207593637 590761.234571995 121643.338681287 98384.2411541786 666801.1276121 524231.544521028 1094499.34602602 558270
1995-05-14 5 41 14 1995 20075000 7327300 1424900 291906 5869400 2675816.47238341 4883057.22450966 3468000 1420000 1137435 1178920 1355480 582165.785947958 624497.357843873 124460.278606055 100500 722546.44518121 550045.176297074 1108041.57006897 558270
1995-05-21 5 42 21 1995 20075000 7327300 1424900 317047 5869400 2807710.98158894 9107400 3468000 1420000 1276901 1299280 1396920 601383.529049122 685326.171482885 127887.927130669 100500 766610.820517426 586933.965290865 1119585.05872904 558270
1995-05-28 5 43 28 1995 20075000 7327300 1424900 342188 5869400 2939605.49079447 9107400 3468000 1420000 1416366 1419640 1438360 635209.071015375 797930.70750924 131003.257110361 100500 800979.888170666 641166.49784552 1120000 558270
1995-06-04 6 44 4 1995 20075000 7327300 1424900 367329 5869400 3071500 9107400 3468000 1420000 1540911 1540000 1479800 668792.87163356 890432.228136405 134894.181920733 99540.9861991128 855589.813762475 718031.516767886 1120000 558270
1995-06-11 6 45 11 1995 20075000 7327300 1424900 392471 5869400 3071500 9107400 3468000 1420000 1540911 1540000 1512500 713217.491228659 1028907.11779617 133837.166569759 99289.0751424565 897013.213350058 752288.31821461 1120000 558270
1995-06-18 6 46 18 1995 20075000 7327300 1424900 417612 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1545200 786312.788341445 1237110.16793897 134391.968596803 99670.778999547 914005.574910839 776210.488065973 1120000 558270
1995-06-25 6 47 25 1995 20075000 7327300 1424900 442753 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1577900 810411.649066756 1305870.28757357 135205 100500 943993.335239468 800452 1120000 558270
1995-07-02 7 48 2 1995 20075000 7327300 1424900 467894 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1610600 817291.98387771 1328512.44066161 135205 100500 975478.347553281 800452 1120000 558270
1995-07-09 7 49 9 1995 20075000 7327300 1424900 493035 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1626950 832041.403252269 1360013.44491122 135205 100500 1011000 800452 1120000 558270
1995-07-16 7 50 16 1995 20075000 7327300 1424900 518176 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1643300 847000 1401000 135205 100500 1011000 800452 1120000 558270
1995-07-23 7 51 23 1995 20075000 7327300 1424900 543318 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1659650 847000 1401000 135205 100500 1011000 800452 1120000 558270
1995-07-30 7 52 30 1995 20075000 7327300 1424900 568459 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1676000 847000 1401000 135205 100500 1011000 800452 1120000 558270
1995-08-06 8 1 6 1995 20075000 7327300 1424900 593600 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1668917 847000 1401000 135205 100500 1011000 800452 1120000 558270
1995-08-13 8 2 13 1995 20075000 7327300 1424900 638280 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1661833 847000 1401000 135205 100500 1011000 800452 1120000 558270
1995-08-20 8 3 20 1995 20075000 7327300 1424900 682960 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1654750 847000 1401000 135205 100500 1011000 800452 1120000 558270
1995-08-27 8 4 27 1995 20075000 7327300 1424900 727640 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1647667 847000 1401000 135205 100500 1011000 800452 1120000 558270
1995-09-03 9 5 3 1995 20075000 7327300 1424900 772320 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1640583 847000 1401000 135205 100500 1011000 800452 1120000 558270
1995-09-10 9 6 10 1995 20075000 7327300 1424900 817000 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1633500 847000 1401000 135205 100500 1011000 800452 1120000 558270
1995-09-17 9 7 17 1995 20075000 7327300 1424900 817000 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1617133 847000 1401000 135205 100500 1011000 800452 1120000 558270
1995-09-24 9 8 24 1995 20075000 7327300 1424900 817000 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1600767 847000 1401000 135205 100500 1011000 800452 1120000 557970
1995-10-01 10 9 1 1995 20075000 7327300 1424900 817000 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1584400 847000 1401000 135205 100500 1011000 800452 1050000 557670
1995-10-08 10 10 8 1995 20035000 7277300 1424900 817000 5869400 3051500 9107400 3328000 1420000 1792000 1493700 1574007 847000 1401000 135205 100500 1011000 800452 1050000 557370
1995-10-15 10 11 15 1995 19995000 7227300 1424900 817000 5869400 3031500 9107400 3188000 1420000 1792000 1447400 1563613 847000 1401000 135205 100500 1011000 800452 1050000 557070
1995-10-22 10 12 22 1995 19955000 7177300 1424900 817000 5869400 3011500 9107400 3048000 1420000 1792000 1401100 1553220 847000 1401000 135205 100500 1011000 800452 1050000 556770
1995-10-29 10 13 29 1995 19915000 7127300 1424900 817000 5869400 2991500 9107400 2908000 1420000 1792000 1354800 1542827 847000 1401000 135205 100500 1011000 800452 1050000 556470
1995-11-05 11 14 5 1995 19875000 7077300 1424900 817000 5869400 2971500 9107400 2768000 1420000 1792000 1308500 1532433 847000 1401000 135205 100500 711000 800452 1050000 556170
1995-11-12 11 15 12 1995 19875000 7077300 1424900 817000 5744400 2971500 9107400 2768000 1420000 1792000 1185067 1522040 847000 1401000 135205 59960 711000 800452 1050000 555870
1995-11-19 11 16 19 1995 19875000 7077300 1424900 817000 5619400 2971500 9107400 2768000 1420000 1792000 1061633 1511647 847000 1401000 135205 59960 711000 800452 1050000 555570
1995-11-26 11 17 26 1995 19875000 7077300 1424900 817000 5494400 2971500 9107400 2768000 1420000 1792000 938200 1501253 847000 1401000 135205 59960 711000 800452 1050000 555270
1995-12-03 12 18 3 1995 19875000 7077300 1424900 817000 5369400 2971500 9107400 2768000 1420000 1792000 938200 1490860 847000 1401000 135205 59960 711000 610000 1050000 554970
1995-12-10 12 19 10 1995 19827500 6964800 1324900 817000 4994400 2934000 9107400 2768000 1420000 1792000 938200 1480467 847000 1401000 135205 59960 711000 610000 1050000 554670
1995-12-17 12 20 17 1995 19780000 6852300 1224900 817000 4619400 2896500 9107400 2768000 1420000 1792000 938200 1470073 847000 1401000 135205 59960 711000 610000 1050000 554370
1995-12-24 12 21 24 1995 19732500 6739800 1124900 817000 4244400 2859000 9107400 2768000 1420000 1792000 938200 1459680 847000 1401000 135205 59960 711000 610000 1050000 551179
1995-12-31 12 22 31 1995 19685000 6627300 1024900 817000 3869400 2821500 9107400 2768000 1420000 1792000 938200 1449287 847000 1401000 135205 59960 711000 610000 1050000 547988
1996-01-07 1 23 7 1996 19401154 6404223 934456 816730 3730504.82744825 2782533.6131648 9107400 2678960.54591484 1420000 1792000 1012260 1438893 847000 1401000 119500 59960 698485.672532446 610000 1050000 544797
1996-01-14 1 24 14 1996 19117308 6181146 844011 816730 3591609.65489649 2743567.2263296 9107400 2589921.09182968 1420000 1792000 1086320 1428500 847000 1401000 119000 59960 656924.070132369 610000 1050000 541606
1996-01-21 1 25 21 1996 18833462 5958069 753567 779185 3452714.48234474 2704600.8394944 9107400 2500881.63774451 1420000 1792000 1160380 1418107 847000 1401000 118750 59960 644767.516313343 610000 1050000 538415
1996-01-28 1 26 28 1996 18549615 5734992 663122 741641 3313819.30979299 2665634.4526592 9107400 2411842.18365935 1420000 1792000 1234440 1407713 847000 1401000 118394.702110353 59960 614336.15603587 610000 1050000 535225
1996-02-04 2 27 4 1996 18265769 5511915 572678 704096 3174924.13724124 2626668.06582399 9107400 2322802.72957419 1420000 1792000 1308500 1397320 847000 1401000 120440.49046594 59960 582929.59369694 610000 1050000 532034
1996-02-11 2 28 11 1996 17981923 5288838 482233 670000 3048398.1108619 2582673.75810683 9035300 2237854.17966048 1305465.64125276 1792000 1308500 1386927 847000 1401000 122147.863913872 59960 557155.432262579 610000 1050000 528843
1996-02-18 2 29 18 1996 17698077 5065762 391789 626375 2921872.08448257 2538679.45038967 8963300 2152905.62974676 1190931.28250552 1792000 1308500 1376533 847000 1401000 123843.696414506 59960 550267.240844826 610000 1050000 525652
1996-02-25 2 30 25 1996 17414231 4842685 301344 582750 2795346.05810324 2494685.14267251 8891300 2067957.07983305 1076396.92375828 1792000 1308500 1366140 847000 1401000 125220.437528752 59960 551793.731107503 610000 1049171.68724463 522461
1996-03-03 3 31 3 1996 17130385 4619608 210900 539125 2668820.03172391 2450690.83495534 8819300 1983008.52991934 961862.56501104 1792000 1308500 1355747 834908.741961361 1306659.22620152 126540.372910175 63460 519430.950269272 610000 1050260.08500566 519270
1996-03-10 3 32 10 1996 16846538 4396531 182900 495500 2577613.70982734 2401982.85141134 8131550 1965759.38291127 915061.02689018 1588262 1215925 1345353 761246.747517959 1145798.32061345 127115.062996429 83260 493437.78688483 610000 1059734.10436097 528045
1996-03-17 3 33 17 1996 16562692 4173454 154900 413175 2486407.38793078 2353274.86786734 7443800 1948510.23590321 868259.48876932 1386525 1123350 1334960 725981.446377172 982530.58036738 128381.117797953 100500 498979.404359749 610000 1072523.01233628 536820
1996-03-24 3 34 24 1996 16278846 3950377 154900 330850 2486407.38793078 2304566.88432334 6756050 1931261.08889514 821457.95064846 1184787 1030775 1324567 672101.550523878 851034.951526079 128036.553456399 100500 488629.177289662 610000 1085093.52685734 545595
1996-03-31 3 35 31 1996 15995000 3727300 154900 248525 2486407.38793078 2255858.90077934 6068300 1914011.94188707 774656.4125276 983050 938200 1314173 610385.483476444 701134.251756421 128214.57867784 100500 479914.469575441 576405.71774093 1097442.17435678 554370
1996-04-07 4 36 7 1996 20075000 7327300 1424900 166200 2486407.38793078 2208722.14251095 5752550 1951511.94188707 724656.4125276 781312 938200 1303780 559196.530067255 549210.015857481 127120.765403302 100500 462231.459427358 542398.095386129 1104876.80519269 555345
1996-04-14 4 37 14 1996 20075000 7327300 1424900 191341 2486407.38793078 2161585.38424256 5436800 1989011.94188707 674656.4125276 579575 938200 1293387 559991.051636006 497070.540180892 128576.52345642 100500 489716.426218459 523032.063644782 1109646.45445709 556320
1996-04-21 4 38 21 1996 20075000 7327300 1424900 216482 2486407.38793078 2119149.49416463 5121050 3468000 615935.797279256 719040 938200 1282993 527704.894155223 446114.682465669 129509.5726457 100500 505268.1355928 502847.205449309 1114603.56311587 557295
1996-04-28 4 39 28 1996 20075000 7327300 1424900 241624 2486407.38793078 2076713.60408669 4805300 3468000 557215.182030912 858505 938200 1272600 504436.200907591 389563.110624526 128537.64979541 100402.040388562 520204.958942116 492588.484418431 1118720.76118217 558270
